Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,means,dispersions,dispersions_norm,highly_variable,velocity_gamma,velocity_qreg_ratio,velocity_r2,velocity_genes
VAV3,ENSG00000134215,1,107965180,107571161,-,-0.0803,1.8688712,6.7940116,1.2769209431733037,True,1.08512,1.08512,-0.02880072593688965,False
WDR47,ENSG00000085433,1,109042113,108970214,-,-0.0713,3.1538804,6.912501,0.9523612755726437,True,0.009140504,0.009140504,-0.550663948059082,False
DENND2D,ENSG00000162777,1,111204535,111185969,-,-0.1751,4.596758,7.463668,1.1257315366071774,True,0.15909691,0.15909691,0.19752997159957886,True
OVGP1,ENSG00000085465,1,111427735,111414319,-,-0.0544,1.9999101,7.1731343,1.6826357271333385,True,0.24141505,0.24141505,0.6629089415073395,True
AL390195.1,ENSG00000243960,1,111441364,111438638,-,-0.0561,0.46527818,5.344241,1.7066483097090865,True,0.10731409,0.10731409,-0.09041798114776611,False
NOTCH2,ENSG00000134250,1,120100779,119911553,-,-0.1025,3.9066885,8.033742,2.2637360230058734,True,0.10069834,0.10069834,0.19960284233093262,True
NBPF20,ENSG00000162825,1,145405778,145289900,-,-0.0682,1.7966886,6.8384004,1.3244231872787118,True,0.05184281,0.05184281,-0.38657641410827637,False
PIAS3,ENSG00000131788,1,145859836,145848522,-,-0.1062,4.2103467,7.332156,1.232650902831279,True,0.009671328,0.009671328,-0.6339608430862427,False
TXNIP,ENSG00000265972,1,145996579,145992435,-,-0.4625,8.277048,9.385147,1.0062882844935224,True,0.0003539839,0.0003539839,0.4382140636444092,False
NBPF13P,ENSG00000227242,1,147056593,147019656,-,-0.0339,0.8952794,6.303101,1.7418186193861351,True,0.25564063,0.25564063,0.08812201023101807,True
PRKAB2,ENSG00000131791,1,147172550,147155106,-,-0.0646,2.697849,6.7490654,0.9558189445169103,True,0.114724204,0.114724204,-0.1442415714263916,False
CTSK,ENSG00000143387,1,150808260,150796208,-,-0.0632,2.3973958,7.3859754,1.7130921038022546,True,0.07702661,0.07702661,-0.38427019119262695,False
ARNT,ENSG00000143437,1,150876708,150809713,-,-0.1078,4.1711698,7.579506,1.5520740758896112,True,0.014976242,0.014976242,-0.7963626384735107,False
TDRKH,ENSG00000182134,1,151791416,151770107,-,-0.0582,3.1118228,7.091111,1.1699276685651394,True,0.076439746,0.076439746,0.1788407564163208,True
CRTC2,ENSG00000160741,1,153958615,153947669,-,-0.1649,4.1249313,7.1085,0.943825185185388,True,0.101547666,0.101547666,0.09930253028869629,True
IL6R-AS1,ENSG00000228013,1,154406564,154402328,-,0.055,0.48921415,5.1866007,1.5775587473862556,True,0.8211787,0.8211787,-0.2890130281448364,False
PBXIP1,ENSG00000163346,1,154956123,154944076,-,-0.1613,4.887783,7.352107,0.9907391170079192,True,0.016163282,0.016163282,-0.4374105930328369,False
THBS3,ENSG00000169231,1,155209051,155195588,-,-0.0456,0.39193526,4.753392,1.2228104027948477,True,0.46871477,0.46871477,0.49810969829559326,True
GBAP1,ENSG00000160766,1,155227422,155213821,-,-0.0463,2.3787353,6.835282,1.127354843908026,True,0.111799024,0.111799024,0.5265297293663025,True
GLMP,ENSG00000198715,1,156295689,156290089,-,-0.0518,2.7886183,7.101475,1.3648782669892796,True,0.0016484809,0.0016484809,0.002928316593170166,False
SH2D2A,ENSG00000027869,1,156816862,156806243,-,-0.0645,1.6238687,6.6760473,1.150682543055216,True,0.028112445,0.028112445,-0.37119925022125244,False
FCRL3,ENSG00000160856,1,157700769,157674321,-,-0.1606,4.0483937,7.7219715,1.859995527959704,True,0.02464452,0.02464452,0.09229254722595215,True
FCRL1,ENSG00000163534,1,157820120,157794403,-,-0.2738,5.0714927,7.648614,1.3348096205847169,True,0.42706093,0.42706093,0.6719151139259338,True
IGSF8,ENSG00000162729,1,160098943,160091340,-,-0.0932,5.0787625,8.061378,1.8479097234080286,True,0.0121446755,0.0121446755,0.49441850185394287,True
AL121985.3,ENSG00000275801,1,160776608,160775954,-,-0.0551,0.56970686,5.8926864,1.2728892874152429,True,0.05261857,0.05261857,0.9999999999999862,True
ARHGAP30,ENSG00000186517,1,161069970,161046946,-,-0.2135,5.544414,7.558236,1.2224623523716747,True,0.020667413,0.020667413,0.017122983932495117,True
LINC01675,ENSG00000234142,1,166490307,166474879,-,-0.051,0.37250364,5.2713246,1.6469380028641145,True,1.727568,1.727568,0.9970762974116951,True
CD247,ENSG00000198821,1,167518610,167430640,-,-0.0996,2.8391972,7.316179,1.6140960717992892,True,0.17859733,0.17859733,-0.253995418548584,False
AL031733.2,ENSG00000241666,1,167630674,167627385,-,-0.1328,2.915928,6.959614,1.2002130932097288,True,0.09603911,0.09603911,0.5200510025024414,True
ASTN1,ENSG00000152092,1,177164973,176857302,-,-0.0145,0.4525513,5.5989194,1.915200760879281,True,0.04690214,0.04690214,0.6251213848590851,True
AL390718.1,ENSG00000261817,1,180123890,180117140,-,-0.0114,0.28057817,4.5623884,1.0664000667887181,True,1.4899548,1.4899548,0.5458351969718933,True
RNASEL,ENSG00000135828,1,182589256,182573634,-,-0.1008,3.5387638,7.069678,1.143819562004817,True,0.050830584,0.050830584,-0.394564151763916,False
NIBAN1,ENSG00000135842,1,184974508,184790724,-,-0.0286,3.021841,7.402986,1.7148576264547548,True,0.19376637,0.19376637,-0.8986490964889526,False
AL390957.1,ENSG00000285280,1,192957713,192167786,-,0.0101,0.35330993,4.523644,1.0346727796847695,True,0.8573795,0.8573795,-1.2776589393615723,False
AL450352.1,ENSG00000287989,1,198519877,198450666,-,-0.0578,0.820504,6.1162763,1.5283573839455349,True,0.13336152,0.13336152,-0.04295527935028076,False
DDX59,ENSG00000118197,1,200669907,200623896,-,-0.0641,3.3689353,7.159108,1.2527552285887662,True,0.059847355,0.059847355,-1.078648328781128,False
KIF21B,ENSG00000116852,1,201023700,200969390,-,-0.079,3.521477,7.4039125,1.550953031503561,True,0.021137131,0.021137131,-0.46848535537719727,False
KLHL12,ENSG00000117153,1,202928636,202891116,-,-0.077,4.2968736,7.58325,1.5569091746015693,True,0.045754664,0.045754664,-0.8278510570526123,False
PLEKHA6,ENSG00000143850,1,204377665,204218853,-,-0.0481,2.0045764,8.01383,2.582298838189193,True,0.008125397,0.008125397,-0.16278231143951416,False
NUAK2,ENSG00000163545,1,205321760,205302063,-,-0.173,5.042592,7.767069,1.4928571425132162,True,0.061229102,0.061229102,-0.604267954826355,False
SLC41A1,ENSG00000133065,1,205813748,205789094,-,-0.1093,3.503533,7.390221,1.5342754176819733,True,0.04754245,0.04754245,0.14207333326339722,True
C1orf147,ENSG00000162888,1,206497728,206491116,-,-0.0506,0.24170434,4.6993732,1.1785750213706798,True,0.41124305,0.41124305,0.9464124515652657,True
C1orf74,ENSG00000162757,1,209784559,209779208,-,-0.0189,2.3360097,7.506348,1.841124877445845,True,0.00030807845,0.00030807845,-0.04883706569671631,False
IRF6,ENSG00000117595,1,209806175,209785617,-,-0.0521,1.5383936,7.0959196,1.6000050912945498,True,0.023030039,0.023030039,-0.11344575881958008,False
BPNT1,ENSG00000162813,1,220090462,220057482,-,-0.0928,3.34349,7.0447717,1.1134812091636244,True,0.0031615586,0.0031615586,-0.3878004550933838,False
HHIPL2,ENSG00000143512,1,222548104,222522258,-,-0.0064,0.4340523,4.9377813,1.3738040658571355,True,0.11484098,0.11484098,0.9553241692483425,True
WDR26,ENSG00000162923,1,224437033,224385143,-,-0.0954,3.0472903,7.413567,1.5627132671823714,True,0.12574099,0.12574099,-2.440181016921997,False
TMEM63A,ENSG00000196187,1,225882380,225845536,-,-0.0386,3.6990273,8.311162,2.622993001263067,True,0.045519155,0.045519155,-0.5823578834533691,False
ITPKB,ENSG00000143772,1,226739323,226631690,-,-0.0659,2.4169524,7.1963334,1.5113821594976866,True,0.7943816,0.7943816,-0.2747323513031006,False
PCNX2,ENSG00000135749,1,233295725,232983435,-,-0.102,3.2978885,7.745805,1.9674141853390468,True,0.34422898,0.34422898,-0.36580729484558105,False
ZNF669,ENSG00000188295,1,247104372,247099962,-,-0.06,3.1389265,7.0151286,1.077372807365386,True,0.024118923,0.024118923,-0.24674618244171143,False
ISG15,ENSG00000187608,1,1014540,1001138,+,-0.0891,5.461517,7.798698,1.5213767652051942,True,5.0923984e-05,5.0923984e-05,0.009234726428985596,False
AL109917.1,ENSG00000231050,1,1892658,1891471,+,0.0521,0.20629035,4.683426,1.1655159664446528,True,0.04379073,0.04379073,0.9999999999999669,True
PRXL2B,ENSG00000157870,1,2591469,2586491,+,-0.0445,2.5790951,6.7842913,0.9967073865136248,True,0.026161488,0.026161488,-0.6521083116531372,False
DFFB,ENSG00000169598,1,3885429,3857267,+,-0.0217,2.329775,6.748978,1.0355591389195111,True,0.039558962,0.039558962,-0.4479250907897949,False
LINC00337,ENSG00000225077,1,6239444,6234692,+,0.0483,0.31629723,4.563067,1.066955713097764,True,0.1062128,0.1062128,0.6206888258457184,True
ZBTB48,ENSG00000204859,1,6589280,6579994,+,-0.0473,3.3992343,7.6128783,1.8054955989077262,True,0.01842764,0.01842764,-0.33270418643951416,False
H6PD,ENSG00000049239,1,9271337,9234775,+,-0.0838,3.4356968,7.76322,1.9886275664553363,True,0.048639424,0.048639424,-0.40914666652679443,False
PIK3CD,ENSG00000171608,1,9729114,9651731,+,-0.2496,5.161885,7.91448,1.6653039201341437,True,0.06707779,0.06707779,-0.6715600490570068,False
DRAXIN,ENSG00000162490,1,11725857,11691710,+,-0.0078,0.62626255,6.0184135,1.4165419430747315,True,0.032472726,0.032472726,-0.038414955139160156,False
CLCN6,ENSG00000011021,1,11848079,11806096,+,-0.097,3.4306536,7.047585,1.1169081558967198,True,0.08021461,0.08021461,-1.439192533493042,False
AL021155.5,ENSG00000285646,1,11914298,11907940,+,0.014,0.34913114,4.702042,1.180760511456225,True,1.2279621,1.2279621,-1.3763830661773682,False
MFN2,ENSG00000116688,1,12013514,11980181,+,-0.1003,4.6828337,7.6323094,1.3297936158617973,True,0.045514233,0.045514233,-1.4714481830596924,False
TNFRSF1B,ENSG00000028137,1,12209228,12166991,+,-0.0925,4.324277,7.9269967,2.0008176661151658,True,0.163248,0.163248,-1.370818853378296,False
ARHGEF10L,ENSG00000074964,1,17697874,17539698,+,-0.0493,1.5438349,7.460574,1.9902368685874208,True,0.22911747,0.22911747,0.9985961510101333,True
SLC66A1,ENSG00000040487,1,19329300,19312326,+,-0.0503,2.9812245,6.935251,1.1719342362574028,True,0.07703895,0.07703895,-0.8823239803314209,False
OTUD3,ENSG00000169914,1,19912945,19882395,+,-0.0627,2.6016848,7.1154394,1.3810877441032274,True,0.033913054,0.033913054,-0.48556089401245117,False
NBPF3,ENSG00000142794,1,21485005,21440128,+,-0.0292,1.5964466,6.787753,1.2702234788497084,True,0.046378814,0.046378814,0.20195215940475464,True
ZBTB40,ENSG00000184677,1,22531157,22428838,+,-0.0957,4.187807,7.2103343,1.0753322344878835,True,0.06386833,0.06386833,-0.5236238241195679,False
AL109936.6,ENSG00000284726,1,23302866,23297797,+,-0.0527,0.24899931,4.8937554,1.337751874663943,True,0.12530075,0.12530075,0.41668397188186646,True
RPS6KA1,ENSG00000117676,1,26575030,26529761,+,-0.1285,4.8670616,7.5094376,1.1811144327759857,True,0.11332827,0.11332827,-0.049906015396118164,False
ZDHHC18,ENSG00000204160,1,26857604,26826688,+,-0.0458,1.0894108,6.2324376,1.07460331227307,True,0.5816629,0.5816629,-0.2533106803894043,False
PPP1R8,ENSG00000117751,1,27851676,27830782,+,-0.075,3.382154,7.513641,1.6846138283475782,True,0.29691875,0.29691875,-0.18544578552246094,False
XKR8,ENSG00000158156,1,27968096,27959462,+,-0.0752,3.9395902,7.7930512,1.9520432726243069,True,0.0007487039,0.0007487039,-0.1392751932144165,False
GMEB1,ENSG00000162419,1,28719353,28668732,+,-0.0575,4.0783195,7.4699965,1.4106554436951546,True,0.03957575,0.03957575,-0.6869443655014038,False
MATN1-AS1,ENSG00000186056,1,30726827,30718504,+,-0.128,2.7016027,6.897859,1.1285312940036143,True,0.17884351,0.17884351,-0.4260174036026001,False
LCK,ENSG00000182866,1,32286165,32251239,+,-0.1842,5.0006676,7.999717,1.7743696511901632,True,0.077589616,0.077589616,-0.6731451749801636,False
ZNF362,ENSG00000160094,1,33300719,33256492,+,-0.0526,2.5748398,7.054266,1.3100806479156852,True,0.029178225,0.029178225,-0.4564899206161499,False
TFAP2E,ENSG00000116819,1,35595328,35573314,+,0.0334,0.2640355,4.9602284,1.3921856891869617,True,1.0929649,1.0929649,0.03583770990371704,True
ADPRHL2,ENSG00000116863,1,36093932,36088892,+,-0.0665,5.187537,7.960462,1.7224632957728185,True,0.009207763,0.009207763,-0.8040984869003296,False
ZC3H12A,ENSG00000163874,1,37484377,37474580,+,-0.1236,4.2741294,7.5962934,1.5737532003487549,True,0.23536943,0.23536943,-0.4813523292541504,False
MACF1,ENSG00000127603,1,39487177,39081316,+,-0.1474,4.773039,7.40648,1.0565320543564583,True,0.12731585,0.12731585,-2.2077739238739014,False
ZFP69B,ENSG00000187801,1,40463718,40450102,+,-0.031,2.3512387,7.0448494,1.350258360991253,True,0.007266945,0.007266945,-0.21779167652130127,False
ZNF691,ENSG00000164011,1,42852477,42846573,+,-0.0866,3.6213236,7.6847343,1.8117736618184357,True,0.007653386,0.007653386,-0.19956481456756592,False
CDC20,ENSG00000117399,1,43363203,43358981,+,0.4416,5.1975803,7.5350633,1.1936565308214193,True,0.009636811,0.009636811,0.6172586679458618,False
SZT2,ENSG00000198198,1,43454247,43389882,+,-0.0276,3.652423,7.650337,1.7672296299590067,True,0.086626306,0.086626306,0.08820980787277222,True
IPO13,ENSG00000117408,1,43968022,43946950,+,-0.0153,3.3859017,7.427401,1.579564551694331,True,0.015550073,0.015550073,-0.1991487741470337,False
DMAP1,ENSG00000178028,1,44220681,44213455,+,-0.0658,4.903404,7.3746085,1.0179666656849127,True,0.04124467,0.04124467,-1.2113325595855713,False
ARMH1,ENSG00000198520,1,44725591,44674692,+,-0.0159,0.28328037,4.6640987,1.1496892228056828,True,1.1954658,1.1954658,-1.252021074295044,False
PLK3,ENSG00000173846,1,44805990,44800377,+,-0.0724,3.562231,7.202621,1.1874402974517728,True,0.0042631067,0.0042631067,-0.13612067699432373,False
MAST2,ENSG00000086015,1,46036122,45786987,+,-0.0297,2.5677257,6.8230753,1.0417259629849782,True,0.24749926,0.24749926,-0.9222743511199951,False
ZFYVE9,ENSG00000157077,1,52346686,52142094,+,-0.0564,2.0327985,7.479419,1.8124823372036167,True,0.014098779,0.014098779,-0.6286853551864624,False
LEXM,ENSG00000162398,1,54842252,54806063,+,0.0702,0.26594546,4.849581,1.3015778551865465,True,1.3081639,1.3081639,-0.0604938268661499,False
HOOK1,ENSG00000134709,1,59876370,59814786,+,-0.0895,2.0104716,6.81295,1.29718785292875,True,0.046223827,0.046223827,-0.24515867233276367,False
PATJ,ENSG00000132849,1,62178675,61742406,+,-0.1357,3.2124171,7.1939,1.2951355237469981,True,0.43068603,0.43068603,0.39738816022872925,True
RAVER2,ENSG00000162437,1,64833232,64745095,+,-0.0551,0.91426617,6.5384545,2.010727473135211,True,0.50196123,0.50196123,-0.150443434715271,False
AL035409.1,ENSG00000230498,1,77086402,77067920,+,0.0164,0.32125062,5.080511,1.490683466490669,True,0.42880836,0.42880836,0.918911337852478,True
AL359762.1,ENSG00000284882,1,84583620,84574129,+,-0.0256,2.128658,6.976785,1.2778628367373324,True,0.035357706,0.035357706,0.0684349536895752,True
FNBP1L,ENSG00000137942,1,93554661,93448131,+,-0.062,1.8492383,7.590019,2.1287613524022095,True,0.34374088,0.34374088,0.5402756333351135,True
AGL,ENSG00000162688,1,99924023,99850361,+,-0.0718,2.9872308,6.762748,0.9717007561780323,True,0.12891348,0.12891348,-0.13137292861938477,False
AMPD2,ENSG00000116337,1,109632053,109616104,+,-0.064,4.5944657,7.3308654,0.9650359740950787,True,0.002233408,0.002233408,-23.26694107055664,False
AHCYL1,ENSG00000168710,1,110023742,109984765,+,-0.0462,3.519769,7.0745783,1.1497888385431256,True,0.040028688,0.040028688,-0.14866960048675537,False
STRIP1,ENSG00000143093,1,110074641,110031577,+,-0.1028,4.781324,7.380336,1.0248968843197506,True,0.019084223,0.019084223,-0.06648468971252441,False
KCNC4,ENSG00000116396,1,110283100,110211343,+,-0.0253,0.7192246,5.838599,1.211090679771568,True,0.019168478,0.019168478,-0.18758928775787354,False
C1orf162,ENSG00000143110,1,111478512,111473792,+,-0.1791,3.49068,7.1065183,1.1886951390554858,True,0.02211483,0.02211483,0.1296166181564331,True
MOV10,ENSG00000155363,1,112700746,112673141,+,-0.1001,3.5395567,7.6119547,1.8043705148700981,True,0.0031497763,0.0031497763,-0.18451178073883057,False
LRIG2,ENSG00000198799,1,113132260,113073198,+,-0.0801,3.3752007,7.0501275,1.120005186401951,True,0.10029766,0.10029766,-0.8855181932449341,False
HIPK1,ENSG00000163349,1,113977869,113929324,+,-0.0265,2.9604797,7.130785,1.3989001251891071,True,0.036346585,0.036346585,-0.4611337184906006,False
CD101,ENSG00000134256,1,117036476,117001750,+,-0.0551,2.0844367,8.093995,2.4661671439121595,True,0.0027937768,0.0027937768,-0.2364339828491211,False
EMBP1,ENSG00000231752,1,121575702,121519112,+,-0.0475,1.0661753,6.4960356,1.3593749105908017,True,0.17954043,0.17954043,-0.10004103183746338,False
AC241585.3,ENSG00000283752,1,145148375,145139986,+,-0.03,0.22703108,4.7493668,1.2195140105664803,True,1.2051142,1.2051142,0.9877263959497213,True
AC242988.2,ENSG00000285554,1,150181429,150173049,+,-0.032,1.0590619,6.2399335,1.0827013025690237,True,0.008148402,0.008148402,-0.36944663524627686,False
PRPF3,ENSG00000117360,1,150353233,150321479,+,-0.168,4.967877,7.3561015,0.9955725564804059,True,0.030983824,0.030983824,-0.8772826194763184,False
RPRD2,ENSG00000163125,1,150476566,150363091,+,-0.0934,3.9375553,7.067996,1.0131019369820944,True,0.18987137,0.18987137,-1.1435000896453857,False
TARS2,ENSG00000143374,1,150507609,150487364,+,-0.0725,4.735743,7.30982,0.9395705507790706,True,0.011340382,0.011340382,-0.3779844045639038,False
FALEC,ENSG00000228126,1,150518032,150515757,+,-0.0482,0.48975337,4.903421,1.3456668083845076,True,0.025108308,0.025108308,-0.07629013061523438,False
ANXA9,ENSG00000143412,1,150995634,150982249,+,0.0001,0.98558915,5.6580896,1.0048450660823083,True,0.6281318,0.6281318,0.19311410188674927,True
PRUNE1,ENSG00000143363,1,151035713,151008420,+,-0.1108,3.9548938,7.210377,1.1974845641455938,True,0.029213926,0.029213926,-0.1607966423034668,False
C1orf56,ENSG00000143443,1,151051986,151047751,+,-0.0187,2.659826,6.99531,1.2416472753018593,True,0.27968296,0.27968296,-0.13402867317199707,False
AL391069.2,ENSG00000237976,1,151348027,151346967,+,-0.056,1.3753765,6.207486,1.047647616457779,True,0.0023315372,0.0023315372,-0.5457682609558105,False
TUFT1,ENSG00000143367,1,151583583,151540305,+,-0.0546,2.5931478,7.5770774,1.9169342247062706,True,0.0028897203,0.0028897203,-0.17077291011810303,False
SNX27,ENSG00000143376,1,151699091,151612006,+,-0.1601,4.6228113,7.469198,1.1324234586558704,True,0.032337036,0.032337036,-0.23902833461761475,False
