#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD40	REL	9606.ENSP00000361359	9606.ENSP00000295025	0	0	0	0	0.063	0	0	0.989	0.989
CD40	HSPA4	9606.ENSP00000361359	9606.ENSP00000302961	0	0	0	0	0	0.285	0	0.980	0.985
CD40	CD40LG	9606.ENSP00000361359	9606.ENSP00000359663	0	0	0	0	0.062	0.932	0.900	0.995	0.999
CD40	MAPK8	9606.ENSP00000361359	9606.ENSP00000378974	0	0	0	0	0	0.542	0.900	0.348	0.967
CD40	MAP3K1	9606.ENSP00000361359	9606.ENSP00000382423	0	0	0	0	0	0.542	0.900	0.487	0.974
CD40	TDP2	9606.ENSP00000361359	9606.ENSP00000367440	0	0	0	0	0	0.270	0.900	0.858	0.988
CD40	JAK3	9606.ENSP00000361359	9606.ENSP00000391676	0	0	0	0	0.085	0.243	0.900	0.973	0.997
CD40	RELA	9606.ENSP00000361359	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.989	0.998
CD40	TRAF1	9606.ENSP00000361359	9606.ENSP00000362994	0	0	0	0	0.175	0.747	0.900	0.958	0.999
CD40	TRAF6	9606.ENSP00000361359	9606.ENSP00000433623	0	0	0	0	0.062	0.918	0.900	0.989	0.999
CD40	TRAF3	9606.ENSP00000361359	9606.ENSP00000454207	0	0	0	0	0.062	0.983	0.900	0.990	0.999
CD40LG	NFKBIA	9606.ENSP00000359663	9606.ENSP00000216797	0	0	0	0	0	0.062	0.900	0.506	0.949
CD40LG	IL4	9606.ENSP00000359663	9606.ENSP00000231449	0	0	0	0	0	0	0	0.934	0.934
CD40LG	TRAF2	9606.ENSP00000359663	9606.ENSP00000247668	0	0	0	0	0	0.281	0.900	0.654	0.972
CD40LG	MAP3K1	9606.ENSP00000359663	9606.ENSP00000382423	0	0	0	0	0.062	0	0.900	0.123	0.910
CD40LG	MAPK8	9606.ENSP00000359663	9606.ENSP00000378974	0	0	0	0	0	0.058	0.900	0.245	0.922
CD40LG	TDP2	9606.ENSP00000359663	9606.ENSP00000367440	0	0	0	0	0	0	0.900	0.306	0.927
CD40LG	JAK3	9606.ENSP00000359663	9606.ENSP00000391676	0	0	0	0	0.088	0.056	0.900	0.392	0.940
CD40LG	RELA	9606.ENSP00000359663	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.547	0.952
CD40LG	TRAF6	9606.ENSP00000359663	9606.ENSP00000433623	0	0	0	0	0.062	0.056	0.900	0.556	0.955
CD40LG	TRAF3	9606.ENSP00000359663	9606.ENSP00000454207	0	0	0	0	0	0.056	0.900	0.574	0.956
CD40LG	TRAF1	9606.ENSP00000359663	9606.ENSP00000362994	0	0	0	0	0.065	0.281	0.900	0.556	0.966
HSPA4	NFKBIA	9606.ENSP00000302961	9606.ENSP00000216797	0	0	0	0	0	0.332	0	0.676	0.774
HSPA4	TRAF6	9606.ENSP00000302961	9606.ENSP00000433623	0	0	0	0	0	0.495	0	0.912	0.954
IL4	RELA	9606.ENSP00000231449	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.463	0.944
IL4	JAK3	9606.ENSP00000231449	9606.ENSP00000391676	0	0	0	0	0	0	0.900	0.663	0.964
JAK3	MAPK8	9606.ENSP00000391676	9606.ENSP00000378974	0	0	0	0.569	0.063	0.143	0.900	0.356	0.925
MAP3K1	NFKBIA	9606.ENSP00000382423	9606.ENSP00000216797	0	0	0	0	0.052	0.297	0.650	0.460	0.857
MAP3K1	TRAF2	9606.ENSP00000382423	9606.ENSP00000247668	0	0	0	0	0	0.783	0.900	0.411	0.986
MAP3K1	TRAF1	9606.ENSP00000382423	9606.ENSP00000362994	0	0	0	0	0	0.103	0.900	0.438	0.945
MAP3K1	MAPK8	9606.ENSP00000382423	9606.ENSP00000378974	0	0	0	0.578	0	0.885	0.900	0.647	0.991
MAP3K1	RELA	9606.ENSP00000382423	9606.ENSP00000384273	0	0	0	0	0	0	0.900	0.337	0.930
MAP3K1	TRAF6	9606.ENSP00000382423	9606.ENSP00000433623	0	0	0	0	0	0.542	0.900	0.553	0.977
MAP3K1	TRAF3	9606.ENSP00000382423	9606.ENSP00000454207	0	0	0	0	0	0.542	0.900	0.641	0.982
MAPK8	NFKBIA	9606.ENSP00000378974	9606.ENSP00000216797	0	0	0	0	0	0.102	0	0.707	0.726
MAPK8	TRAF2	9606.ENSP00000378974	9606.ENSP00000247668	0	0	0	0	0.063	0.292	0.900	0.477	0.960
MAPK8	RELA	9606.ENSP00000378974	9606.ENSP00000384273	0	0	0	0	0	0	0.800	0.587	0.913
MAPK8	TRAF3	9606.ENSP00000378974	9606.ENSP00000454207	0	0	0	0	0.063	0.070	0.900	0.502	0.950
MAPK8	TRAF6	9606.ENSP00000378974	9606.ENSP00000433623	0	0	0	0	0.063	0.236	0.900	0.607	0.968
NFKBIA	TDP2	9606.ENSP00000216797	9606.ENSP00000367440	0	0	0	0	0.053	0	0.900	0	0.901
NFKBIA	TRAF2	9606.ENSP00000216797	9606.ENSP00000247668	0	0	0	0	0.055	0.070	0.900	0.577	0.957
NFKBIA	TRAF1	9606.ENSP00000216797	9606.ENSP00000362994	0	0	0	0	0.106	0.070	0.900	0.624	0.964
NFKBIA	TRAF6	9606.ENSP00000216797	9606.ENSP00000433623	0	0	0	0	0	0.070	0.900	0.853	0.985
NFKBIA	RELB	9606.ENSP00000216797	9606.ENSP00000221452	0	0.001	0	0	0.161	0.786	0.540	0.972	0.997
NFKBIA	REL	9606.ENSP00000216797	9606.ENSP00000295025	0	0.002	0	0	0.062	0.971	0.600	0.993	0.999
NFKBIA	RELA	9606.ENSP00000216797	9606.ENSP00000384273	0	0.003	0	0	0.085	0.998	0.900	0.989	0.999
REL	RELB	9606.ENSP00000295025	9606.ENSP00000221452	0	0	0	0.814	0.062	0.876	0.540	0.992	0.952
REL	TRAF1	9606.ENSP00000295025	9606.ENSP00000362994	0	0	0	0	0.062	0	0	0.694	0.702
REL	RELA	9606.ENSP00000295025	9606.ENSP00000384273	0	0	0	0.888	0.062	0.892	0.600	0.991	0.960
RELA	RELB	9606.ENSP00000384273	9606.ENSP00000221452	0	0	0	0.844	0.121	0.871	0.800	0.991	0.979
RELA	TRAF2	9606.ENSP00000384273	9606.ENSP00000247668	0	0	0	0	0.068	0	0.900	0.484	0.947
RELA	TRAF1	9606.ENSP00000384273	9606.ENSP00000362994	0	0	0	0	0.082	0	0.900	0.525	0.952
RELA	TDP2	9606.ENSP00000384273	9606.ENSP00000367440	0	0	0	0	0.056	0	0.900	0.082	0.905
RELA	TRAF6	9606.ENSP00000384273	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0.629	0.961
RELB	TRAF3	9606.ENSP00000221452	9606.ENSP00000454207	0	0	0	0	0.077	0	0	0.704	0.715
TDP2	TRAF2	9606.ENSP00000367440	9606.ENSP00000247668	0	0	0	0	0.052	0.270	0	0.724	0.793
TRAF1	TRAF2	9606.ENSP00000362994	9606.ENSP00000247668	0	0	0	0.873	0	0.987	0.900	0.970	0.998
TRAF1	TRAF6	9606.ENSP00000362994	9606.ENSP00000433623	0	0	0	0.642	0	0.675	0	0.831	0.770
TRAF1	TRAF3	9606.ENSP00000362994	9606.ENSP00000454207	0	0	0	0.836	0.076	0.496	0.900	0.947	0.957
TRAF2	TRAF5	9606.ENSP00000247668	9606.ENSP00000261464	0	0	0	0.840	0.049	0.683	0.900	0.941	0.972
TRAF2	TRAF3	9606.ENSP00000247668	9606.ENSP00000454207	0	0	0	0.843	0.062	0.810	0.900	0.978	0.983
TRAF2	TRAF6	9606.ENSP00000247668	9606.ENSP00000433623	0	0	0	0.735	0	0.872	0.900	0.704	0.989
TRAF3	TRAF5	9606.ENSP00000454207	9606.ENSP00000261464	0	0	0	0.910	0	0.875	0.900	0.944	0.988
TRAF3	TRAF6	9606.ENSP00000454207	9606.ENSP00000433623	0	0	0	0.713	0.062	0.182	0.900	0.991	0.940
TRAF5	TRAF6	9606.ENSP00000261464	9606.ENSP00000433623	0	0	0	0.694	0	0.674	0.900	0.956	0.975
