#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CSF2	CSF2RA	9606.ENSP00000296871	9606.ENSP00000394227	0	0	0	0	0	0.973	0.900	0.989	0.999
CSF2	CSF2RB	9606.ENSP00000296871	9606.ENSP00000384053	0	0	0	0	0	0.963	0.900	0.766	0.999
CSF2RA	IL5	9606.ENSP00000394227	9606.ENSP00000231454	0	0	0	0	0	0	0.500	0.523	0.751
CSF2RA	STAT3	9606.ENSP00000394227	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.255	0.922
CSF2RA	STAT5B	9606.ENSP00000394227	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.504	0.948
CSF2RA	IL3	9606.ENSP00000394227	9606.ENSP00000296870	0	0	0	0	0	0	0.500	0.828	0.910
CSF2RA	PTPN11	9606.ENSP00000394227	9606.ENSP00000340944	0	0	0	0	0.079	0	0.900	0.391	0.939
CSF2RA	STAT5A	9606.ENSP00000394227	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.504	0.948
CSF2RA	STAT1	9606.ENSP00000394227	9606.ENSP00000354394	0	0	0	0	0.062	0	0.900	0.202	0.918
CSF2RA	SYK	9606.ENSP00000394227	9606.ENSP00000364907	0	0	0	0	0.120	0.056	0.900	0.112	0.916
CSF2RA	JAK2	9606.ENSP00000394227	9606.ENSP00000371067	0	0	0	0	0	0.058	0.900	0.927	0.992
CSF2RA	GRB2	9606.ENSP00000394227	9606.ENSP00000376345	0	0	0	0	0.063	0	0.900	0.114	0.909
CSF2RA	YWHAZ	9606.ENSP00000394227	9606.ENSP00000379287	0	0	0	0	0	0	0.900	0.066	0.902
CSF2RA	CSF2RB	9606.ENSP00000394227	9606.ENSP00000384053	0	0	0	0	0.223	0.226	0.900	0.897	0.993
CSF2RA	INPP5D	9606.ENSP00000394227	9606.ENSP00000405338	0	0	0	0	0.087	0	0.900	0.063	0.906
CSF2RA	LYN	9606.ENSP00000394227	9606.ENSP00000428924	0	0	0	0	0.107	0.226	0.900	0.213	0.938
CSF2RA	SHC1	9606.ENSP00000394227	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.450	0.942
CSF2RB	IL5	9606.ENSP00000384053	9606.ENSP00000231454	0	0	0	0	0	0.661	0.900	0.721	0.989
CSF2RB	STAT3	9606.ENSP00000384053	9606.ENSP00000264657	0	0	0	0	0.062	0.470	0.900	0.332	0.962
CSF2RB	STAT5B	9606.ENSP00000384053	9606.ENSP00000293328	0	0	0	0	0.065	0.056	0.900	0.396	0.939
CSF2RB	IL3	9606.ENSP00000384053	9606.ENSP00000296870	0	0	0	0	0	0.972	0.900	0.769	0.999
CSF2RB	IL3RA	9606.ENSP00000384053	9606.ENSP00000327890	0	0	0	0	0.239	0.839	0.900	0.859	0.998
CSF2RB	PTPN11	9606.ENSP00000384053	9606.ENSP00000340944	0	0	0	0	0.096	0.835	0.900	0.085	0.984
CSF2RB	STAT5A	9606.ENSP00000384053	9606.ENSP00000341208	0	0	0	0	0.237	0.281	0.900	0.437	0.965
CSF2RB	JAK1	9606.ENSP00000384053	9606.ENSP00000343204	0	0	0	0	0	0.868	0.600	0.302	0.960
CSF2RB	STAT1	9606.ENSP00000384053	9606.ENSP00000354394	0	0	0	0	0.062	0.225	0.900	0.170	0.931
CSF2RB	SYK	9606.ENSP00000384053	9606.ENSP00000364907	0	0	0	0	0.232	0.225	0.900	0.154	0.943
CSF2RB	JAK2	9606.ENSP00000384053	9606.ENSP00000371067	0	0	0	0	0.089	0.878	0.900	0.718	0.996
CSF2RB	GRB2	9606.ENSP00000384053	9606.ENSP00000376345	0	0	0	0	0.065	0	0.900	0.396	0.938
CSF2RB	YWHAZ	9606.ENSP00000384053	9606.ENSP00000379287	0	0	0	0	0	0.462	0.900	0	0.943
CSF2RB	INPP5D	9606.ENSP00000384053	9606.ENSP00000405338	0	0	0	0	0.331	0	0.900	0	0.930
CSF2RB	LYN	9606.ENSP00000384053	9606.ENSP00000428924	0	0	0	0	0.147	0.281	0.900	0.411	0.959
CSF2RB	PTPN6	9606.ENSP00000384053	9606.ENSP00000391592	0	0	0	0	0.260	0.866	0.900	0.080	0.989
CSF2RB	IL5RA	9606.ENSP00000384053	9606.ENSP00000412209	0	0	0	0	0	0.487	0.900	0.879	0.993
CSF2RB	SHC1	9606.ENSP00000384053	9606.ENSP00000401303	0	0	0	0	0	0.865	0.900	0.568	0.993
GRB2	IL5	9606.ENSP00000376345	9606.ENSP00000231454	0	0	0	0	0	0	0.900	0.193	0.915
GRB2	STAT3	9606.ENSP00000376345	9606.ENSP00000264657	0	0	0	0	0.097	0.270	0.900	0.604	0.970
GRB2	STAT5B	9606.ENSP00000376345	9606.ENSP00000293328	0	0	0	0	0.062	0	0.500	0.553	0.772
GRB2	IL3	9606.ENSP00000376345	9606.ENSP00000296870	0	0	0	0	0	0	0.900	0.568	0.954
GRB2	IL3RA	9606.ENSP00000376345	9606.ENSP00000327890	0	0	0	0	0.063	0.400	0.900	0.091	0.942
GRB2	PTPN11	9606.ENSP00000376345	9606.ENSP00000340944	0	0	0	0.633	0.095	0.948	0.900	0.995	0.996
GRB2	STAT5A	9606.ENSP00000376345	9606.ENSP00000341208	0	0	0	0	0.062	0	0.500	0.581	0.786
GRB2	JAK1	9606.ENSP00000376345	9606.ENSP00000343204	0	0	0	0	0	0.525	0.900	0.696	0.984
GRB2	SYK	9606.ENSP00000376345	9606.ENSP00000364907	0	0	0	0	0.062	0.713	0.900	0.930	0.997
GRB2	JAK2	9606.ENSP00000376345	9606.ENSP00000371067	0	0	0	0	0	0.728	0.900	0.982	0.999
GRB2	IL5RA	9606.ENSP00000376345	9606.ENSP00000412209	0	0	0	0	0	0.131	0.900	0.078	0.912
GRB2	LYN	9606.ENSP00000376345	9606.ENSP00000428924	0	0	0	0.737	0.097	0.156	0.900	0.809	0.934
GRB2	PTPN6	9606.ENSP00000376345	9606.ENSP00000391592	0	0	0	0.622	0.065	0.786	0.600	0.908	0.942
GRB2	INPP5D	9606.ENSP00000376345	9606.ENSP00000405338	0	0	0	0.623	0.056	0.869	0.900	0.946	0.991
GRB2	SHC1	9606.ENSP00000376345	9606.ENSP00000401303	0	0	0	0	0.062	0.998	0.900	0.994	0.999
IL3	IL5	9606.ENSP00000296870	9606.ENSP00000231454	0	0	0	0	0	0	0.500	0.870	0.932
IL3	STAT5B	9606.ENSP00000296870	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.710	0.969
IL3	JAK1	9606.ENSP00000296870	9606.ENSP00000343204	0	0	0	0	0	0	0.600	0.523	0.801
IL3	IL5RA	9606.ENSP00000296870	9606.ENSP00000412209	0	0	0	0	0	0	0.600	0.641	0.850
IL3	YWHAZ	9606.ENSP00000296870	9606.ENSP00000379287	0	0	0	0	0	0	0.900	0.074	0.903
IL3	INPP5D	9606.ENSP00000296870	9606.ENSP00000405338	0	0	0	0	0	0	0.900	0.183	0.914
IL3	PTPN6	9606.ENSP00000296870	9606.ENSP00000391592	0	0	0	0	0	0	0.900	0.246	0.921
IL3	PTPN11	9606.ENSP00000296870	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.465	0.944
IL3	SHC1	9606.ENSP00000296870	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.563	0.954
IL3	JAK2	9606.ENSP00000296870	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0.682	0.966
IL3	STAT5A	9606.ENSP00000296870	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.710	0.969
IL3	IL3RA	9606.ENSP00000296870	9606.ENSP00000327890	0	0	0	0	0	0.932	0.900	0.986	0.999
IL3RA	IL5	9606.ENSP00000327890	9606.ENSP00000231454	0	0	0	0	0	0	0.600	0.455	0.772
IL3RA	STAT5B	9606.ENSP00000327890	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.340	0.931
IL3RA	JAK1	9606.ENSP00000327890	9606.ENSP00000343204	0	0	0	0	0	0.302	0.800	0.216	0.881
IL3RA	YWHAZ	9606.ENSP00000327890	9606.ENSP00000379287	0	0	0	0	0	0	0.900	0	0.900
IL3RA	SHC1	9606.ENSP00000327890	9606.ENSP00000401303	0	0	0	0	0	0	0.900	0.067	0.902
IL3RA	PTPN6	9606.ENSP00000327890	9606.ENSP00000391592	0	0	0	0	0.112	0	0.900	0.045	0.907
IL3RA	INPP5D	9606.ENSP00000327890	9606.ENSP00000405338	0	0	0	0	0.116	0	0.900	0.081	0.911
IL3RA	PTPN11	9606.ENSP00000327890	9606.ENSP00000340944	0	0	0	0	0.079	0	0.900	0.193	0.919
IL3RA	STAT5A	9606.ENSP00000327890	9606.ENSP00000341208	0	0	0	0	0.081	0	0.900	0.338	0.933
IL3RA	JAK2	9606.ENSP00000327890	9606.ENSP00000371067	0	0	0	0	0.060	0.302	0.900	0.324	0.949
IL5	JAK1	9606.ENSP00000231454	9606.ENSP00000343204	0	0	0	0	0	0	0.500	0.589	0.786
IL5	PTPN11	9606.ENSP00000231454	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.252	0.922
IL5	JAK2	9606.ENSP00000231454	9606.ENSP00000371067	0	0	0	0	0	0	0.900	0.518	0.949
IL5	LYN	9606.ENSP00000231454	9606.ENSP00000428924	0	0	0	0	0	0	0.900	0.516	0.949
IL5	STAT5B	9606.ENSP00000231454	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.601	0.958
IL5	STAT5A	9606.ENSP00000231454	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.601	0.958
IL5	IL5RA	9606.ENSP00000231454	9606.ENSP00000412209	0	0	0	0	0	0.972	0.900	0.988	0.999
IL5RA	STAT5B	9606.ENSP00000412209	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.231	0.919
IL5RA	PTPN11	9606.ENSP00000412209	9606.ENSP00000340944	0	0	0	0	0	0	0.900	0.085	0.904
IL5RA	STAT5A	9606.ENSP00000412209	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.241	0.920
IL5RA	JAK1	9606.ENSP00000412209	9606.ENSP00000343204	0	0	0	0	0	0.270	0.600	0.203	0.746
IL5RA	JAK2	9606.ENSP00000412209	9606.ENSP00000371067	0	0	0	0	0	0.270	0.900	0.337	0.947
IL5RA	LYN	9606.ENSP00000412209	9606.ENSP00000428924	0	0	0	0	0	0	0.900	0.704	0.969
INPP5D	PTPN11	9606.ENSP00000405338	9606.ENSP00000340944	0	0	0	0.547	0.049	0.501	0.900	0.527	0.960
INPP5D	JAK1	9606.ENSP00000405338	9606.ENSP00000343204	0	0	0	0	0	0.225	0.900	0.193	0.932
INPP5D	JAK2	9606.ENSP00000405338	9606.ENSP00000371067	0	0	0	0	0	0.056	0.900	0.306	0.928
INPP5D	PTPN6	9606.ENSP00000405338	9606.ENSP00000391592	0	0	0	0	0.159	0.058	0.650	0.490	0.839
INPP5D	SHC1	9606.ENSP00000405338	9606.ENSP00000401303	0	0	0	0	0.064	0.911	0.900	0.962	0.999
INPP5D	LYN	9606.ENSP00000405338	9606.ENSP00000428924	0	0	0	0	0.130	0.281	0	0.567	0.706
JAK1	STAT3	9606.ENSP00000343204	9606.ENSP00000264657	0	0	0	0	0.097	0.887	0.900	0.988	0.999
JAK1	STAT5B	9606.ENSP00000343204	9606.ENSP00000293328	0	0	0	0	0.089	0.759	0.900	0.899	0.997
JAK1	PTPN11	9606.ENSP00000343204	9606.ENSP00000340944	0	0	0	0	0.062	0.799	0.900	0.860	0.997
JAK1	STAT5A	9606.ENSP00000343204	9606.ENSP00000341208	0	0	0	0	0.062	0.822	0.900	0.930	0.998
JAK1	JAK2	9606.ENSP00000343204	9606.ENSP00000371067	0	0	0	0.911	0.085	0.270	0.900	0.992	0.933
JAK1	SYK	9606.ENSP00000343204	9606.ENSP00000364907	0	0	0	0.643	0	0.213	0.900	0.544	0.933
JAK1	SHC1	9606.ENSP00000343204	9606.ENSP00000401303	0	0	0	0	0.062	0.067	0.900	0.465	0.947
JAK1	PTPN6	9606.ENSP00000343204	9606.ENSP00000391592	0	0	0	0	0.062	0.483	0.900	0.451	0.969
JAK1	STAT1	9606.ENSP00000343204	9606.ENSP00000354394	0	0	0	0	0.082	0.711	0.900	0.990	0.999
JAK2	STAT3	9606.ENSP00000371067	9606.ENSP00000264657	0	0	0	0	0.053	0.884	0.900	0.995	0.999
JAK2	STAT5B	9606.ENSP00000371067	9606.ENSP00000293328	0	0	0	0	0.062	0.926	0.900	0.992	0.999
JAK2	PTPN11	9606.ENSP00000371067	9606.ENSP00000340944	0	0	0	0	0.062	0.800	0.900	0.983	0.999
JAK2	STAT5A	9606.ENSP00000371067	9606.ENSP00000341208	0	0	0	0	0.096	0.962	0.900	0.979	0.999
JAK2	STAT1	9606.ENSP00000371067	9606.ENSP00000354394	0	0	0	0	0.096	0.887	0.900	0.978	0.999
JAK2	LYN	9606.ENSP00000371067	9606.ENSP00000428924	0	0	0	0.689	0.062	0.270	0.800	0.656	0.880
JAK2	YWHAZ	9606.ENSP00000371067	9606.ENSP00000379287	0	0	0	0	0.062	0.165	0.900	0.203	0.929
JAK2	SHC1	9606.ENSP00000371067	9606.ENSP00000401303	0	0	0	0	0	0.499	0.900	0.715	0.984
JAK2	PTPN6	9606.ENSP00000371067	9606.ENSP00000391592	0	0	0	0	0.082	0.505	0.900	0.786	0.989
LYN	STAT3	9606.ENSP00000428924	9606.ENSP00000264657	0	0	0	0	0.062	0.539	0.900	0.633	0.982
LYN	STAT5B	9606.ENSP00000428924	9606.ENSP00000293328	0	0	0	0	0.062	0.140	0.900	0.661	0.969
LYN	PTPN11	9606.ENSP00000428924	9606.ENSP00000340944	0	0	0	0	0.062	0.078	0.900	0.729	0.973
LYN	STAT5A	9606.ENSP00000428924	9606.ENSP00000341208	0	0	0	0	0.088	0.140	0.900	0.575	0.962
LYN	STAT1	9606.ENSP00000428924	9606.ENSP00000354394	0	0	0	0	0.063	0.140	0.900	0.398	0.945
LYN	SYK	9606.ENSP00000428924	9606.ENSP00000364907	0	0	0	0.723	0.244	0.462	0.900	0.990	0.967
LYN	PTPN6	9606.ENSP00000428924	9606.ENSP00000391592	0	0	0	0	0.107	0.870	0.900	0.600	0.994
LYN	SHC1	9606.ENSP00000428924	9606.ENSP00000401303	0	0	0	0	0.062	0.499	0.900	0.710	0.984
PTPN11	STAT3	9606.ENSP00000340944	9606.ENSP00000264657	0	0	0	0	0.062	0.497	0.600	0.852	0.968
PTPN11	STAT5B	9606.ENSP00000340944	9606.ENSP00000293328	0	0	0	0	0.062	0.346	0.500	0.863	0.952
PTPN11	PTPN6	9606.ENSP00000340944	9606.ENSP00000391592	0	0	0	0.952	0	0.273	0.900	0.688	0.926
PTPN11	SYK	9606.ENSP00000340944	9606.ENSP00000364907	0	0	0	0.550	0.062	0.078	0.900	0.696	0.934
PTPN11	SHC1	9606.ENSP00000340944	9606.ENSP00000401303	0	0	0	0.549	0	0.302	0.900	0.971	0.959
PTPN11	STAT5A	9606.ENSP00000340944	9606.ENSP00000341208	0	0	0	0	0.062	0.711	0.500	0.889	0.983
PTPN11	STAT1	9606.ENSP00000340944	9606.ENSP00000354394	0	0	0	0	0.062	0.510	0.900	0.816	0.990
PTPN6	STAT5B	9606.ENSP00000391592	9606.ENSP00000293328	0	0	0	0	0.062	0.285	0.900	0.431	0.956
PTPN6	STAT5A	9606.ENSP00000391592	9606.ENSP00000341208	0	0	0	0	0.143	0.062	0.900	0.463	0.951
PTPN6	STAT1	9606.ENSP00000391592	9606.ENSP00000354394	0	0	0	0	0.062	0.062	0.900	0.399	0.940
PTPN6	SYK	9606.ENSP00000391592	9606.ENSP00000364907	0	0	0	0	0.230	0.870	0.900	0.689	0.996
PTPN6	SHC1	9606.ENSP00000391592	9606.ENSP00000401303	0	0	0	0	0	0.229	0.600	0.391	0.795
SHC1	STAT5B	9606.ENSP00000401303	9606.ENSP00000293328	0	0	0	0	0.049	0.270	0	0.764	0.822
SHC1	STAT5A	9606.ENSP00000401303	9606.ENSP00000341208	0	0	0	0	0.062	0.678	0	0.645	0.883
SHC1	SYK	9606.ENSP00000401303	9606.ENSP00000364907	0	0	0	0	0.062	0.473	0.900	0.558	0.975
SHC1	YWHAZ	9606.ENSP00000401303	9606.ENSP00000379287	0	0	0	0	0	0.486	0.900	0.690	0.982
STAT1	STAT3	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0	0.948	0.062	0.882	0.900	0.989	0.988
STAT1	STAT5B	9606.ENSP00000354394	9606.ENSP00000293328	0	0	0	0.740	0.062	0.213	0.900	0.968	0.939
STAT1	STAT5A	9606.ENSP00000354394	9606.ENSP00000341208	0	0	0	0.729	0.062	0.600	0.900	0.913	0.969
STAT3	YWHAZ	9606.ENSP00000264657	9606.ENSP00000379287	0	0	0	0	0	0	0	0.711	0.711
STAT3	STAT5A	9606.ENSP00000264657	9606.ENSP00000341208	0	0	0	0.745	0.096	0.213	0.900	0.970	0.941
STAT3	SYK	9606.ENSP00000264657	9606.ENSP00000364907	0	0	0	0	0	0.886	0	0.726	0.967
STAT3	STAT5B	9606.ENSP00000264657	9606.ENSP00000293328	0	0	0	0.749	0.062	0.600	0.900	0.974	0.969
STAT5A	STAT5B	9606.ENSP00000341208	9606.ENSP00000293328	0	0	0	0.985	0.112	0.403	0.900	0.927	0.943
STAT5A	SYK	9606.ENSP00000341208	9606.ENSP00000364907	0	0	0	0	0.070	0.294	0.900	0.508	0.963
STAT5B	SYK	9606.ENSP00000293328	9606.ENSP00000364907	0	0	0	0	0.062	0.140	0.900	0.507	0.954
