#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MPL	STAT5B	9606.ENSP00000361548	9606.ENSP00000293328	0	0	0	0	0	0	0.900	0.688	0.967
MPL	STAT5A	9606.ENSP00000361548	9606.ENSP00000341208	0	0	0	0	0	0	0.900	0.620	0.960
MPL	STAT1	9606.ENSP00000361548	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.321	0.929
PRLR	STAT3	9606.ENSP00000482954	9606.ENSP00000264657	0	0	0	0	0	0.151	0.650	0.411	0.810
PRLR	STAT5B	9606.ENSP00000482954	9606.ENSP00000293328	0	0	0	0	0	0.426	0.600	0.830	0.957
PRLR	PTPN11	9606.ENSP00000482954	9606.ENSP00000340944	0	0	0	0	0	0.462	0.600	0.194	0.811
PRLR	STAT5A	9606.ENSP00000482954	9606.ENSP00000341208	0	0	0	0	0	0.373	0.900	0.824	0.988
PRLR	STAT1	9606.ENSP00000482954	9606.ENSP00000354394	0	0	0	0	0	0.151	0.650	0.380	0.799
PRMT5	STAT3	9606.ENSP00000319169	9606.ENSP00000264657	0	0	0	0	0	0	0	0.708	0.709
PTPN1	STAT3	9606.ENSP00000360683	9606.ENSP00000264657	0	0	0	0	0.066	0.499	0	0.611	0.802
PTPN1	STAT5B	9606.ENSP00000360683	9606.ENSP00000293328	0	0	0	0	0.066	0.365	0.900	0.576	0.971
PTPN1	PTPN11	9606.ENSP00000360683	9606.ENSP00000340944	0	0	0	0.762	0.097	0.139	0.800	0.806	0.863
PTPN1	STAT5A	9606.ENSP00000360683	9606.ENSP00000341208	0	0	0	0	0.066	0.365	0.900	0.549	0.969
PTPN11	STAT3	9606.ENSP00000340944	9606.ENSP00000264657	0	0	0	0	0.062	0.497	0.600	0.852	0.968
PTPN11	STAT5B	9606.ENSP00000340944	9606.ENSP00000293328	0	0	0	0	0.062	0.346	0.500	0.863	0.952
PTPN11	SOCS1	9606.ENSP00000340944	9606.ENSP00000329418	0	0	0	0	0.062	0.490	0	0.510	0.745
PTPN11	SOCS3	9606.ENSP00000340944	9606.ENSP00000330341	0	0	0	0	0.062	0.710	0.900	0.880	0.996
PTPN11	STAT5A	9606.ENSP00000340944	9606.ENSP00000341208	0	0	0	0	0.062	0.711	0.500	0.889	0.983
PTPN11	STAT1	9606.ENSP00000340944	9606.ENSP00000354394	0	0	0	0	0.062	0.510	0.900	0.816	0.990
SOCS1	STAT3	9606.ENSP00000329418	9606.ENSP00000264657	0	0	0	0	0	0.161	0.600	0.768	0.915
SOCS1	STAT5B	9606.ENSP00000329418	9606.ENSP00000293328	0	0	0	0	0	0.161	0.900	0.699	0.972
SOCS1	SOCS3	9606.ENSP00000329418	9606.ENSP00000330341	0	0	0	0.739	0.129	0	0.800	0.925	0.862
SOCS1	STAT1	9606.ENSP00000329418	9606.ENSP00000354394	0	0	0	0	0.065	0.161	0.600	0.836	0.941
SOCS1	STAT5A	9606.ENSP00000329418	9606.ENSP00000341208	0	0	0	0	0.069	0.161	0.900	0.699	0.973
SOCS3	STAT3	9606.ENSP00000330341	9606.ENSP00000264657	0	0	0	0	0.102	0.361	0.900	0.891	0.992
SOCS3	STAT5B	9606.ENSP00000330341	9606.ENSP00000293328	0	0	0	0	0.052	0.161	0.900	0.731	0.975
SOCS3	STAT5A	9606.ENSP00000330341	9606.ENSP00000341208	0	0	0	0	0.086	0.161	0.900	0.727	0.976
SOCS3	STAT1	9606.ENSP00000330341	9606.ENSP00000354394	0	0	0	0	0.062	0.161	0.900	0.808	0.982
STAT1	STAT3	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0	0.948	0.062	0.882	0.900	0.989	0.988
STAT1	STAT5B	9606.ENSP00000354394	9606.ENSP00000293328	0	0	0	0.740	0.062	0.213	0.900	0.968	0.939
STAT1	STAT5A	9606.ENSP00000354394	9606.ENSP00000341208	0	0	0	0.729	0.062	0.600	0.900	0.913	0.969
STAT3	STAT5A	9606.ENSP00000264657	9606.ENSP00000341208	0	0	0	0.745	0.096	0.213	0.900	0.970	0.941
STAT3	STAT5B	9606.ENSP00000264657	9606.ENSP00000293328	0	0	0	0.749	0.062	0.600	0.900	0.974	0.969
STAT5A	STAT5B	9606.ENSP00000341208	9606.ENSP00000293328	0	0	0	0.985	0.112	0.403	0.900	0.927	0.943
