#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCL13	TNFSF13B	9606.ENSP00000286758	9606.ENSP00000365048	0	0	0	0	0.096	0	0	0.869	0.876
FAM160A2	TNFSF13B	9606.ENSP00000265978	9606.ENSP00000365048	0	0	0	0	0	0.861	0	0	0.861
IL17A	IL4	9606.ENSP00000344192	9606.ENSP00000231449	0	0	0	0	0	0	0	0.914	0.914
IL17A	TNFSF11	9606.ENSP00000344192	9606.ENSP00000381775	0	0	0	0	0	0	0	0.716	0.716
IL17A	TRAF6	9606.ENSP00000344192	9606.ENSP00000433623	0	0	0	0	0	0.270	0	0.735	0.798
IL17A	TNFSF13B	9606.ENSP00000344192	9606.ENSP00000365048	0	0	0	0	0	0	0	0.987	0.987
IL17A	TNF	9606.ENSP00000344192	9606.ENSP00000398698	0	0	0	0	0	0	0	0.989	0.989
IL4	TNFSF13B	9606.ENSP00000231449	9606.ENSP00000365048	0	0	0	0	0	0	0	0.828	0.828
IL4	TNF	9606.ENSP00000231449	9606.ENSP00000398698	0	0	0	0	0	0	0.900	0.933	0.993
LTB	LTBR	9606.ENSP00000410481	9606.ENSP00000228918	0	0	0	0	0	0.835	0.800	0.866	0.995
LTB	TNFRSF13C	9606.ENSP00000410481	9606.ENSP00000291232	0	0	0	0	0.159	0	0.600	0.232	0.719
LTB	TNFSF12	9606.ENSP00000410481	9606.ENSP00000293825	0	0	0	0	0.076	0	0.600	0.335	0.732
LTB	TNFSF13B	9606.ENSP00000410481	9606.ENSP00000365048	0	0	0	0	0.096	0	0.600	0.610	0.847
LTB	TNFSF11	9606.ENSP00000410481	9606.ENSP00000381775	0	0	0	0	0.062	0	0.600	0.407	0.758
LTB	TNF	9606.ENSP00000410481	9606.ENSP00000398698	0	0	0	0.664	0.300	0	0.600	0.659	0.771
LTB	TRAF3	9606.ENSP00000410481	9606.ENSP00000454207	0	0	0	0	0	0	0.600	0.310	0.712
LTBR	TNFSF12	9606.ENSP00000228918	9606.ENSP00000293825	0	0	0	0	0	0	0.600	0.414	0.755
LTBR	TNFSF11	9606.ENSP00000228918	9606.ENSP00000381775	0	0	0	0	0	0.056	0.600	0.532	0.807
LTBR	TNFSF13B	9606.ENSP00000228918	9606.ENSP00000365048	0	0	0	0	0	0	0.600	0.618	0.840
LTBR	TNFRSF13C	9606.ENSP00000228918	9606.ENSP00000291232	0	0	0	0	0	0	0.600	0.687	0.869
LTBR	TNF	9606.ENSP00000228918	9606.ENSP00000398698	0	0	0	0	0	0.270	0.600	0.812	0.940
LTBR	TRAF2	9606.ENSP00000228918	9606.ENSP00000247668	0	0	0	0	0	0.886	0.800	0.396	0.985
LTBR	TRAF5	9606.ENSP00000228918	9606.ENSP00000261464	0	0	0	0	0	0.869	0.800	0.648	0.990
LTBR	TRAF3	9606.ENSP00000228918	9606.ENSP00000454207	0	0	0	0	0	0.882	0.800	0.984	0.999
TNF	TRAF2	9606.ENSP00000398698	9606.ENSP00000247668	0	0	0	0	0.066	0.897	0.900	0.854	0.998
TNF	TNFRSF13C	9606.ENSP00000398698	9606.ENSP00000291232	0	0	0	0	0.064	0	0.600	0.624	0.847
TNF	TNFSF12	9606.ENSP00000398698	9606.ENSP00000293825	0	0	0	0	0	0	0.600	0.632	0.846
TNF	TNFSF13B	9606.ENSP00000398698	9606.ENSP00000365048	0	0	0	0	0.084	0	0.600	0.755	0.902
TNF	TNFSF11	9606.ENSP00000398698	9606.ENSP00000381775	0	0	0	0.611	0	0	0.600	0.943	0.746
TNF	TRAF3	9606.ENSP00000398698	9606.ENSP00000454207	0	0	0	0	0	0.270	0.600	0.617	0.878
TNF	TRAF6	9606.ENSP00000398698	9606.ENSP00000433623	0	0	0	0	0	0.270	0.900	0.875	0.990
TNFRSF13B	TNFRSF17	9606.ENSP00000261652	9606.ENSP00000053243	0	0	0	0	0.140	0	0	0.987	0.989
TNFRSF13B	TRAF2	9606.ENSP00000261652	9606.ENSP00000247668	0	0	0	0	0	0.684	0.900	0.750	0.991
TNFRSF13B	TRAF5	9606.ENSP00000261652	9606.ENSP00000261464	0	0	0	0	0	0.501	0.900	0.543	0.975
TNFRSF13B	TRAF3	9606.ENSP00000261652	9606.ENSP00000454207	0	0	0	0	0	0.281	0	0.795	0.846
TNFRSF13B	TRAF6	9606.ENSP00000261652	9606.ENSP00000433623	0	0	0	0	0	0.501	0.900	0.515	0.973
TNFRSF13B	TNFSF13	9606.ENSP00000261652	9606.ENSP00000343505	0	0	0	0	0	0.270	0.900	0.856	0.988
TNFRSF13B	TNFRSF13C	9606.ENSP00000261652	9606.ENSP00000291232	0	0	0	0	0.089	0	0	0.990	0.990
TNFRSF13B	TNFSF13B	9606.ENSP00000261652	9606.ENSP00000365048	0	0	0	0	0	0.791	0.900	0.989	0.999
TNFRSF13C	TNFRSF17	9606.ENSP00000291232	9606.ENSP00000053243	0	0	0	0	0.070	0	0	0.977	0.977
TNFRSF13C	TRAF2	9606.ENSP00000291232	9606.ENSP00000247668	0	0	0	0	0.064	0.345	0.800	0.373	0.912
TNFRSF13C	TNFSF11	9606.ENSP00000291232	9606.ENSP00000381775	0	0	0	0	0.062	0	0.600	0.321	0.722
TNFRSF13C	TNFSF13	9606.ENSP00000291232	9606.ENSP00000343505	0	0	0	0	0	0	0	0.738	0.738
TNFRSF13C	TNFSF12	9606.ENSP00000291232	9606.ENSP00000293825	0	0	0	0	0	0	0.600	0.518	0.798
TNFRSF13C	TRAF6	9606.ENSP00000291232	9606.ENSP00000433623	0	0	0	0	0.049	0.182	0	0.827	0.853
TNFRSF13C	TRAF3	9606.ENSP00000291232	9606.ENSP00000454207	0	0	0	0	0.049	0.822	0.800	0.988	0.999
TNFRSF13C	TNFSF13B	9606.ENSP00000291232	9606.ENSP00000365048	0	0	0	0	0.063	0.969	0.800	0.990	0.999
TNFRSF17	TRAF6	9606.ENSP00000053243	9606.ENSP00000433623	0	0	0	0	0	0.283	0.900	0.220	0.939
TNFRSF17	TRAF5	9606.ENSP00000053243	9606.ENSP00000261464	0	0	0	0	0	0.283	0.900	0.306	0.945
TNFRSF17	TRAF3	9606.ENSP00000053243	9606.ENSP00000454207	0	0	0	0	0	0.320	0.900	0.495	0.962
TNFRSF17	TNFSF13	9606.ENSP00000053243	9606.ENSP00000343505	0	0	0	0	0	0.213	0.900	0.721	0.976
TNFRSF17	TNFSF13B	9606.ENSP00000053243	9606.ENSP00000365048	0	0	0	0	0.062	0.949	0.900	0.989	0.999
TNFSF11	TRAF2	9606.ENSP00000381775	9606.ENSP00000247668	0	0	0	0	0	0	0.600	0.645	0.852
TNFSF11	TNFSF12	9606.ENSP00000381775	9606.ENSP00000293825	0	0	0	0	0	0	0.600	0.402	0.750
TNFSF11	TNFSF13B	9606.ENSP00000381775	9606.ENSP00000365048	0	0	0	0	0.062	0	0.600	0.673	0.866
TNFSF11	TRAF3	9606.ENSP00000381775	9606.ENSP00000454207	0	0	0	0	0	0	0.600	0.470	0.778
TNFSF11	TRAF6	9606.ENSP00000381775	9606.ENSP00000433623	0	0	0	0	0	0.213	0.900	0.988	0.999
TNFSF12	TRAF2	9606.ENSP00000293825	9606.ENSP00000247668	0	0	0	0	0	0.270	0.900	0.406	0.952
TNFSF12	TNFSF13	9606.ENSP00000293825	9606.ENSP00000343505	0	0.153	0	0	0.111	0	0	0.641	0.706
TNFSF12	TRAF3	9606.ENSP00000293825	9606.ENSP00000454207	0	0	0	0	0	0	0.600	0.426	0.760
TNFSF12	TNFSF13B	9606.ENSP00000293825	9606.ENSP00000365048	0	0	0	0	0	0.270	0.600	0.680	0.898
TNFSF13	TRAF2	9606.ENSP00000343505	9606.ENSP00000247668	0	0	0	0	0	0	0.900	0.075	0.903
TNFSF13	TRAF5	9606.ENSP00000343505	9606.ENSP00000261464	0	0	0	0	0	0	0.900	0.107	0.906
TNFSF13	TNFSF13B	9606.ENSP00000343505	9606.ENSP00000365048	0	0	0	0.726	0.100	0.270	0.600	0.726	0.770
TNFSF13	TRAF6	9606.ENSP00000343505	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0.145	0.910
TNFSF13	TRAF3	9606.ENSP00000343505	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.170	0.913
TNFSF13B	TRAF2	9606.ENSP00000365048	9606.ENSP00000247668	0	0	0	0	0.062	0	0.900	0.343	0.932
TNFSF13B	TRAF5	9606.ENSP00000365048	9606.ENSP00000261464	0	0	0	0	0	0	0.900	0.418	0.939
TNFSF13B	TRAF6	9606.ENSP00000365048	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0.461	0.943
TNFSF13B	TRAF3	9606.ENSP00000365048	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.726	0.971
TRAF2	TRAF5	9606.ENSP00000247668	9606.ENSP00000261464	0	0	0	0.840	0.049	0.683	0.900	0.941	0.972
TRAF2	TRAF3	9606.ENSP00000247668	9606.ENSP00000454207	0	0	0	0.843	0.062	0.810	0.900	0.978	0.983
TRAF2	TRAF6	9606.ENSP00000247668	9606.ENSP00000433623	0	0	0	0.735	0	0.872	0.900	0.704	0.989
TRAF3	TRAF5	9606.ENSP00000454207	9606.ENSP00000261464	0	0	0	0.910	0	0.875	0.900	0.944	0.988
TRAF3	TRAF6	9606.ENSP00000454207	9606.ENSP00000433623	0	0	0	0.713	0.062	0.182	0.900	0.991	0.940
TRAF5	TRAF6	9606.ENSP00000261464	9606.ENSP00000433623	0	0	0	0.694	0	0.674	0.900	0.956	0.975
