#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TNF	TNFSF12	9606.ENSP00000398698	9606.ENSP00000293825	0	0	0	0	0	0	0.600	0.632	0.846
TNF	TNFRSF12A	9606.ENSP00000398698	9606.ENSP00000326737	0	0	0	0	0	0	0.600	0.975	0.989
TNF	TRAF1	9606.ENSP00000398698	9606.ENSP00000362994	0	0	0	0	0.224	0	0.900	0.635	0.969
TNF	TNFSF13B	9606.ENSP00000398698	9606.ENSP00000365048	0	0	0	0	0.084	0	0.600	0.755	0.902
TNF	TRAF3	9606.ENSP00000398698	9606.ENSP00000454207	0	0	0	0	0	0.270	0.600	0.617	0.878
TNF	TRAF6	9606.ENSP00000398698	9606.ENSP00000433623	0	0	0	0	0	0.270	0.900	0.875	0.990
TNFRSF12A	TRAF2	9606.ENSP00000326737	9606.ENSP00000247668	0	0	0	0	0	0.865	0.600	0.886	0.993
TNFRSF12A	TNFRSF13C	9606.ENSP00000326737	9606.ENSP00000291232	0	0	0	0	0	0	0.600	0.468	0.778
TNFRSF12A	TNFSF12	9606.ENSP00000326737	9606.ENSP00000293825	0	0	0	0	0	0.658	0.800	0.989	0.999
TNFRSF12A	TNFSF13B	9606.ENSP00000326737	9606.ENSP00000365048	0	0	0	0	0	0	0.600	0.391	0.745
TNFRSF12A	TRAF3	9606.ENSP00000326737	9606.ENSP00000454207	0	0	0	0	0	0.213	0.600	0.545	0.844
TNFRSF12A	TRAF1	9606.ENSP00000326737	9606.ENSP00000362994	0	0	0	0	0	0.462	0	0.731	0.849
TNFRSF13B	TNFRSF17	9606.ENSP00000261652	9606.ENSP00000053243	0	0	0	0	0.140	0	0	0.987	0.989
TNFRSF13B	TRAF2	9606.ENSP00000261652	9606.ENSP00000247668	0	0	0	0	0	0.684	0.900	0.750	0.991
TNFRSF13B	TRAF3	9606.ENSP00000261652	9606.ENSP00000454207	0	0	0	0	0	0.281	0	0.795	0.846
TNFRSF13B	TRAF6	9606.ENSP00000261652	9606.ENSP00000433623	0	0	0	0	0	0.501	0.900	0.515	0.973
TNFRSF13B	TNFSF13	9606.ENSP00000261652	9606.ENSP00000343505	0	0	0	0	0	0.270	0.900	0.856	0.988
TNFRSF13B	TNFRSF13C	9606.ENSP00000261652	9606.ENSP00000291232	0	0	0	0	0.089	0	0	0.990	0.990
TNFRSF13B	TNFSF13B	9606.ENSP00000261652	9606.ENSP00000365048	0	0	0	0	0	0.791	0.900	0.989	0.999
TNFRSF13C	TNFRSF17	9606.ENSP00000291232	9606.ENSP00000053243	0	0	0	0	0.070	0	0	0.977	0.977
TNFRSF13C	TRAF2	9606.ENSP00000291232	9606.ENSP00000247668	0	0	0	0	0.064	0.345	0.800	0.373	0.912
TNFRSF13C	TNFSF13	9606.ENSP00000291232	9606.ENSP00000343505	0	0	0	0	0	0	0	0.738	0.738
TNFRSF13C	TRAF1	9606.ENSP00000291232	9606.ENSP00000362994	0	0	0	0	0.083	0.317	0	0.632	0.750
TNFRSF13C	TNFSF12	9606.ENSP00000291232	9606.ENSP00000293825	0	0	0	0	0	0	0.600	0.518	0.798
TNFRSF13C	TRAF6	9606.ENSP00000291232	9606.ENSP00000433623	0	0	0	0	0.049	0.182	0	0.827	0.853
TNFRSF13C	TRAF3	9606.ENSP00000291232	9606.ENSP00000454207	0	0	0	0	0.049	0.822	0.800	0.988	0.999
TNFRSF13C	TNFSF13B	9606.ENSP00000291232	9606.ENSP00000365048	0	0	0	0	0.063	0.969	0.800	0.990	0.999
TNFRSF17	TRAF6	9606.ENSP00000053243	9606.ENSP00000433623	0	0	0	0	0	0.283	0.900	0.220	0.939
TNFRSF17	TRAF3	9606.ENSP00000053243	9606.ENSP00000454207	0	0	0	0	0	0.320	0.900	0.495	0.962
TNFRSF17	TNFSF13	9606.ENSP00000053243	9606.ENSP00000343505	0	0	0	0	0	0.213	0.900	0.721	0.976
TNFRSF17	TNFSF13B	9606.ENSP00000053243	9606.ENSP00000365048	0	0	0	0	0.062	0.949	0.900	0.989	0.999
TNFSF12	TRAF2	9606.ENSP00000293825	9606.ENSP00000247668	0	0	0	0	0	0.270	0.900	0.406	0.952
TNFSF12	TNFSF13	9606.ENSP00000293825	9606.ENSP00000343505	0	0.153	0	0	0.111	0	0	0.641	0.706
TNFSF12	TRAF3	9606.ENSP00000293825	9606.ENSP00000454207	0	0	0	0	0	0	0.600	0.426	0.760
TNFSF12	TNFSF13B	9606.ENSP00000293825	9606.ENSP00000365048	0	0	0	0	0	0.270	0.600	0.680	0.898
TNFSF13	TRAF2	9606.ENSP00000343505	9606.ENSP00000247668	0	0	0	0	0	0	0.900	0.075	0.903
TNFSF13	TNFSF13B	9606.ENSP00000343505	9606.ENSP00000365048	0	0	0	0.726	0.100	0.270	0.600	0.726	0.770
TNFSF13	TRAF6	9606.ENSP00000343505	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0.145	0.910
TNFSF13	TRAF3	9606.ENSP00000343505	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.170	0.913
TNFSF13B	TRAF2	9606.ENSP00000365048	9606.ENSP00000247668	0	0	0	0	0.062	0	0.900	0.343	0.932
TNFSF13B	TRAF6	9606.ENSP00000365048	9606.ENSP00000433623	0	0	0	0	0	0	0.900	0.461	0.943
TNFSF13B	TRAF3	9606.ENSP00000365048	9606.ENSP00000454207	0	0	0	0	0	0	0.900	0.726	0.971
TRAF1	TRAF2	9606.ENSP00000362994	9606.ENSP00000247668	0	0	0	0.873	0	0.987	0.900	0.970	0.998
TRAF1	TRAF6	9606.ENSP00000362994	9606.ENSP00000433623	0	0	0	0.642	0	0.675	0	0.831	0.770
TRAF1	TRAF3	9606.ENSP00000362994	9606.ENSP00000454207	0	0	0	0.836	0.076	0.496	0.900	0.947	0.957
TRAF2	TRAF3	9606.ENSP00000247668	9606.ENSP00000454207	0	0	0	0.843	0.062	0.810	0.900	0.978	0.983
TRAF2	TRAF6	9606.ENSP00000247668	9606.ENSP00000433623	0	0	0	0.735	0	0.872	0.900	0.704	0.989
TRAF3	TRAF6	9606.ENSP00000454207	9606.ENSP00000433623	0	0	0	0.713	0.062	0.182	0.900	0.991	0.940
