Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes
SLC35E2A,ENSG00000215790,1,1745999,1724838,-,-0.0324,0.26998114585876465,3.663887572421982,1.8356836027935157,0.2655624027740215,9.675645502377904,0.4548535296320915,0.7487158179283142,2.8065309524536133,0.29669945011664656,0.0,0.0,0.49573518582911336,1.8279866227422208,9.175505079361127,0.5736169918440224,2.054758941218323,True
NADK,ENSG00000008130,1,1780457,1751232,-,0.0299,-0.19626283645629883,,,,,,,,,,,,,,,,False
GNB1,ENSG00000078369,1,1891117,1785285,-,0.0267,-0.6252847909927368,,,,,,,,,,,,,,,,False
FAAP20,ENSG00000162585,1,2212720,2184461,-,-0.0955,-0.02140653133392334,,,,,,,,,,,,,,,,False
MORN1,ENSG00000116151,1,2391707,2321253,-,-0.0456,-0.06827104091644287,,,,,,,,,,,,,,,,False
PEX10,ENSG00000157911,1,2413797,2403964,-,-0.0451,-0.17102420330047607,,,,,,,,,,,,,,,,False
PANK4,ENSG00000157881,1,2526611,2508537,-,-0.016,-0.13484644889831543,,,,,,,,,,,,,,,,False
MEGF6,ENSG00000162591,1,3611508,3487951,-,-0.0624,0.07321751117706299,150.52765469373298,176.52177246410776,0.09728725056422736,0.4592370850601228,0.05750650003552438,0.4685938060283661,13.893254280090332,0.2529196977858337,0.0,0.0,0.4985927960893461,1.0318892073040482,35.885923813129295,0.23689579980663675,0.15538111263424978,True
WRAP73,ENSG00000116213,1,3652761,3630767,-,0.0075,-0.01589381694793701,,,,,,,,,,,,,,,,False
LRRC47,ENSG00000130764,1,3796498,3778559,-,0.0737,-0.04077565670013428,,,,,,,,,,,,,,,,False
CEP104,ENSG00000116198,1,3857214,3812086,-,0.0798,-0.3165419101715088,,,,,,,,,,,,,,,,False
C1orf174,ENSG00000198912,1,3900293,3889125,-,-0.0837,-0.03260314464569092,,,,,,,,,,,,,,,,False
NPHP4,ENSG00000131697,1,5992473,5862811,-,0.1199,-0.09174549579620361,,,,,,,,,,,,,,,,False
RPL22,ENSG00000116251,1,6209389,6185020,-,0.188,0.24405962228775024,2.233918113828415,1.6521945607632236,0.08775771253279359,18.574747029507474,0.10020286291837693,0.4702233672142029,3.695512056350708,0.2704734935914841,0.0,0.0,0.4985237214848206,1.1728139678609233,13.215922252885226,0.7300308253038801,4.5302268034340765,True
ICMT,ENSG00000116237,1,6235972,6221193,-,0.1079,0.10327345132827759,274.5118525376386,346.9954697197984,0.16536239490870136,0.5216832896768479,0.02960238866508007,0.4641149640083313,25.869186401367188,0.20836132350349837,0.0,0.0,0.4993175717549914,0.9548479934754136,74.80428721010685,0.39879781835390127,0.1606324868590662,False
ACOT7,ENSG00000097021,1,6394391,6264269,-,0.3571,0.667273223400116,64.45976123570097,21.238833706043845,0.27163476102461237,14.475496355755359,0.019462080757754546,1.1285525560379028,76.89753723144531,0.1965087617183817,0.0,0.0,0.4998204851368007,3.2708176321399396,194.45268386807936,0.0499014452077549,2.9494643090831065,False
PLEKHG5,ENSG00000171680,1,6520061,6466092,-,0.0344,0.13546127080917358,2.5055375246891143,2.665524494827412,0.28476676938287593,13.609011578299727,0.22550523777802783,0.4199804961681366,2.3900773525238037,0.22614132924123048,0.0,0.0,0.4958730186254178,0.8724534217589113,7.03297882450038,0.142113044630883,2.2978058342301093,True
NOL9,ENSG00000162408,1,6554513,6521347,-,-0.0748,-0.8649393320083618,,,,,,,,,,,,,,,,False
KLHL21,ENSG00000162413,1,6614607,6590724,-,0.1635,0.024015188217163086,47.323547441758876,11.890050544261674,0.2540428546361521,1.1688396863263109,0.2665259763970972,1.5562145709991455,10.11586856842041,0.1042158424705248,0.0,0.0,0.49871164882157226,4.900069070523163,27.815095009218005,0.7146814692980814,0.4686009986800892,True
DNAJC11,ENSG00000007923,1,6701924,6634168,-,0.0296,0.04185020923614502,20.300999231934632,0.8973001216069949,0.17843043625910338,11.549287740383155,0.8118010058999061,9.01372241973877,18.3205509185791,0.2796479817153069,0.0,0.0,0.49746433603343443,18.791389424976092,62.00007093774862,0.7064889481815831,2.378405670142726,True
CAMTA1-DT,ENSG00000237436,1,6784843,6783892,-,0.0671,-0.37040913105010986,,,,,,,,,,,,,,,,False
RERE,ENSG00000142599,1,8848921,8352397,-,-0.0347,-2.038045644760132,,,,,,,,,,,,,,,,False
ENO1,ENSG00000074800,1,8879190,8861000,-,0.5087,0.12351346015930176,,,,,,,,,,,,,,,,False
SLC2A5,ENSG00000142583,1,9088478,9035106,-,-0.0367,-0.10158145427703857,,,,,,,,,,,,,,,,False
CLSTN1,ENSG00000171603,1,9824526,9729026,-,0.0246,-0.06451940536499023,,,,,,,,,,,,,,,,False
LZIC,ENSG00000162441,1,9943407,9922113,-,-0.0002,-0.2067025899887085,,,,,,,,,,,,,,,,False
DFFA,ENSG00000160049,1,10472529,10456522,-,-0.0354,-0.03382468223571777,,,,,,,,,,,,,,,,False
C1orf127,ENSG00000175262,1,10982037,10946471,-,0.0502,0.6342978477478027,5.018075933252042,16.223248712926793,0.7687955688957544,13.507748299621301,0.02149818018078804,0.06200376898050308,1.2329699993133545,0.35018900162586764,0.0,0.0,0.4822493268813073,0.2571730491696876,5.113990097210325,0.35795171899508277,1.3332556357891625,False
MASP2,ENSG00000009724,1,11047239,11026523,-,0.0815,0.6810463964939117,0.2627496009445383,0.12507627571072605,0.3030349974149388,11.293402299631689,4.2795806501309075,0.7982150316238403,0.23609958589076996,0.3485191191876702,0.0,0.0,0.4487730000077006,2.2038772563133886,0.5951758734881878,0.29554412813108133,2.252221356838197,False
SRM,ENSG00000116649,1,11060020,11054584,-,0.4608,0.42960643768310547,205.826892482957,48.705901717269114,0.3943890250829007,7.14610935085097,0.012628445598917702,1.7459250688552856,175.00570678710938,0.32258834937619907,0.0,0.0,0.4998775506902694,3.8621270091068616,427.4171021916935,0.41390415749420006,1.9599985179116273,False
EXOSC10,ENSG00000171824,1,11099869,11066618,-,-0.0965,0.010866403579711914,72.61566651712276,4.222112088181354,0.16957117532598268,16.344295857267973,0.06920105901857217,6.314310073852539,106.45349884033203,0.22995852379196305,0.0,0.0,0.4995774828977039,16.127771781562814,272.73231996338944,0.5600908123143885,3.9930457872481573,True
MTOR,ENSG00000198793,1,11262551,11106535,-,0.0666,-1.355055570602417,,,,,,,,,,,,,,,,False
MAD2L2,ENSG00000116670,1,11691650,11674480,-,0.0798,0.05202978849411011,,,,,,,,,,,,,,,,False
MTHFR,ENSG00000177000,1,11806920,11785723,-,-0.0436,-0.6897169351577759,,,,,,,,,,,,,,,,False
KIAA2013,ENSG00000116685,1,11926428,11919591,-,-0.039,-0.10243713855743408,,,,,,,,,,,,,,,,False
CASP9,ENSG00000132906,1,15526534,15490832,-,-0.1005,0.17505896091461182,66.9868612939989,1.6019575458918338,0.21595483804278404,6.897998090186128,0.5507657291740179,13.550455093383789,42.62459182739258,0.12585416348465336,0.0,0.0,0.499926587725208,57.35817008380283,124.35647776697218,1.9006493776010367,1.870105178483885,True
AL450998.2,ENSG00000179743,1,15848147,15834474,-,-0.0211,-0.5292826890945435,,,,,,,,,,,,,,,,False
ZBTB17,ENSG00000116809,1,15976132,15941869,-,-0.0742,-0.3503544330596924,,,,,,,,,,,,,,,,False
ARHGEF19,ENSG00000142632,1,16212652,16197854,-,0.0421,0.10255599021911621,32.90417248281272,3.9251901200303068,0.20985472362373345,2.843843697166416,0.3956398948654532,3.8527801036834717,16.469558715820312,0.24826244363672698,0.0,0.0,0.4994742597947884,8.696118441576095,45.43315119167854,0.724509914730287,1.0713399345216332,True
ANO7L1,ENSG00000237276,1,16228027,16215909,-,0.0225,0.9557713344693184,10.374917262492472,1.2057648020331972,1.1805106387436755,15.19121944782522,0.48146144405007363,2.7429165840148926,2.8912599086761475,0.4430339181724809,0.0,0.0,0.4969637941465053,7.868937773214703,6.198893211589292,0.27068214453743433,0.8325735915976521,True
FBXO42,ENSG00000037637,1,16352480,16246840,-,-0.0228,-1.079401969909668,,,,,,,,,,,,,,,,False
SPATA21,ENSG00000187144,1,16437424,16387117,-,0.0663,0.7449253499507904,0.036103029840556584,0.022272178601517954,0.06310350561151863,29.67163591927387,7.009934039115906,0.6992688775062561,0.12627191841602325,0.2634448275765227,0.0,0.0,0.390972107030476,1.8952948990287428,0.38573449361940915,0.7489197978303165,7.7216586110075855,False
CROCCP3,ENSG00000080947,1,16499257,16467436,-,-0.0514,-0.13540852069854736,,,,,,,,,,,,,,,,False
NBPF1,ENSG00000219481,1,16613562,16562319,-,-0.1204,0.5961248576641083,26.770571865713674,3.9634173877898844,0.2367736668150968,15.784606199146936,0.10876853205263615,2.203801155090332,29.379009246826172,0.2642756440859341,0.0,0.0,0.4991316272074172,5.05180237463631,57.200844166832496,0.775028479021043,3.3635270492758003,True
CROCCP2,ENSG00000215908,1,16657232,16618253,-,-0.0741,-0.8098758459091187,,,,,,,,,,,,,,,,False
SDHB,ENSG00000117118,1,17054170,17018722,-,0.2139,0.1852516531944275,106.84558162306203,11.088649877254854,0.21164860712419575,13.161861586854977,0.050146590359509,3.78269100189209,114.84623718261719,0.28501112163184583,0.0,0.0,0.49963326137463315,7.895041108999381,317.1006733631266,0.6153091986128809,2.4772596420290802,True
RCC2,ENSG00000179051,1,17439677,17406760,-,0.0033,-0.19922935962677002,,,,,,,,,,,,,,,,False
ALDH4A1,ENSG00000159423,1,18902724,18871430,-,0.1879,0.3784402012825012,8.280691585962325,1.1194782632034386,0.23033395393322215,6.738572732119867,0.97486045897007,4.148029804229736,7.3717851638793945,0.2934999939890911,0.0,0.0,0.49705772055071934,7.785572720631546,17.969538748264313,0.4039602487937909,1.5119095957487727,True
IFFO2,ENSG00000169991,1,18956676,18904280,-,0.1111,-0.07662928104400635,,,,,,,,,,,,,,,,False
UBR4,ENSG00000127481,1,19210266,19074510,-,-0.041,-1.104900598526001,,,,,,,,,,,,,,,,False
EMC1,ENSG00000127463,1,19251527,19215660,-,0.0372,0.08861309289932251,21.02151402340551,5.453912553874113,0.16450071335807379,3.7060377105481845,0.19625416323542594,1.7234641313552856,10.75770092010498,0.1326820439684626,0.0,0.0,0.49883885557167107,5.233723981952854,27.509306219117395,0.8419038413966431,1.0899830411386682,True
AL035413.2,ENSG00000286064,1,19262307,19260521,-,0.0783,0.9992732820683159,0.0836406808030418,0.04399030674096181,0.1531463753650319,28.044173950399934,4.958465994728935,0.7790026068687439,0.18939949572086334,0.5441856257088099,0.0,0.0,0.33976808173166384,1.9455282529357403,0.4634374313955677,0.13081417555526106,5.526916448030533,False
AKR7L,ENSG00000211454,1,19274194,19265982,-,0.0166,0.9992669620551169,4.495854021787726,3.090307945229792,2.448562569311351,7.671986923886596,0.3550812551379204,0.6086689233779907,0.7328068017959595,0.2788337735808329,0.0,0.0,0.4778333971285192,1.1337631103050088,1.375415106793737,0.02161856730050378,0.413169318455906,True
AKR7A2,ENSG00000053371,1,19312146,19303965,-,0.0907,0.13433915376663208,37.723799952305484,16.097972301282702,0.1458969336511205,9.193332355683529,0.014312975574284792,0.8860390186309814,29.249923706054688,0.21488058396843976,0.0,0.0,0.49832723784647476,2.1743837087675635,130.06065079261515,1.203974915560339,1.9530412129741717,False
CAPZB,ENSG00000077549,1,19485539,19338775,-,-0.0331,0.17679667472839355,77.38085259403827,2.0876634506688947,0.1405861457568051,13.437881619174062,0.29113511770963674,19.029735565185547,97.06543731689453,0.17299418070969516,0.0,0.0,0.49976746599587846,58.458697515360235,391.4646572244578,1.717232180887759,2.921743092963243,True
TMCO4,ENSG00000162542,1,19799945,19682213,-,-0.0571,-0.2121032476425171,,,,,,,,,,,,,,,,False
MUL1,ENSG00000090432,1,20508151,20499448,-,0.0456,-0.013482928276062012,,,,,,,,,,,,,,,,False
DDOST,ENSG00000244038,1,20661544,20651767,-,0.4312,-0.31014883518218994,,,,,,,,,,,,,,,,False
HP1BP3,ENSG00000127483,1,20787323,20742679,-,-0.1594,-1.249537467956543,,,,,,,,,,,,,,,,False
EIF4G3,ENSG00000075151,1,21176888,20806292,-,-0.08,-4.440302848815918,,,,,,,,,,,,,,,,False
ECE1,ENSG00000117298,1,21345572,21217247,-,0.0789,-0.4488179683685303,,,,,,,,,,,,,,,,False
USP48,ENSG00000090686,1,21783606,21678298,-,0.1607,-0.3259037733078003,,,,,,,,,,,,,,,,False
HSPG2,ENSG00000142798,1,21937310,21822244,-,0.0241,-0.16917407512664795,,,,,,,,,,,,,,,,False
LUZP1,ENSG00000169641,1,23177808,23084023,-,-0.0794,-0.21959614753723145,,,,,,,,,,,,,,,,False
HNRNPR,ENSG00000125944,1,23344336,23303771,-,0.098,-0.20056366920471191,,,,,,,,,,,,,,,,False
ZNF436,ENSG00000125945,1,23369836,23359448,-,-0.0752,-0.11742174625396729,,,,,,,,,,,,,,,,False
E2F2,ENSG00000007968,1,23531233,23506438,-,0.3676,0.5868339538574219,35.46481404444549,1.5840770287765291,0.4501285633424838,8.906331697845681,0.45326647192239755,8.908095359802246,29.921857833862305,0.37288004980699824,0.0,0.0,0.4991823073969489,17.91413520284685,71.43875299985038,0.2592370484782673,1.726649651313758,True
ID3,ENSG00000117318,1,23559501,23557926,-,-0.2295,0.22071164846420288,,,,,,,,,,,,,,,,False
ELOA-AS1,ENSG00000236810,1,23778296,23706901,-,0.0629,0.07567387819290161,1.4555234305900782,0.07259791345328676,0.09108700183731332,17.849945872086426,4.047074078321457,8.0548734664917,3.239205837249756,0.24629582351961976,0.0,0.0,0.4925285990228763,20.830901641491245,8.97840951139846,0.8640087602338932,5.275533747374526,False
GALE,ENSG00000117308,1,23800781,23795599,-,0.1276,-0.04874145984649658,,,,,,,,,,,,,,,,False
HMGCL,ENSG00000117305,1,23838620,23801885,-,-0.0015,-0.39017534255981445,,,,,,,,,,,,,,,,False
FUCA1,ENSG00000179163,1,23868294,23845077,-,-0.0699,-0.04165828227996826,,,,,,,,,,,,,,,,False
CNR2,ENSG00000188822,1,23913362,23870515,-,-0.2504,0.5932939946651459,74.15759757555256,1.392574917050895,0.06895439526188328,27.175925776357005,0.16611392313614487,28.008941650390625,292.12176513671875,0.34457344653366023,0.0,0.0,0.49988224999843783,48.788074836347015,594.6070658684675,0.43809019142896233,7.863899213237629,True
SRSF10,ENSG00000188529,1,23980927,23964347,-,0.0528,0.4236997961997986,63.183743667322425,3.2715026823339444,0.24182348351617827,11.955822075480592,0.04407854335382581,4.219914436340332,55.287681579589844,0.3466767755951377,0.0,0.0,0.4993119556057602,11.140486315808346,155.037067610642,0.47553590103019233,3.814065742579718,True
IFNLR1,ENSG00000185436,1,24187959,24154168,-,-0.0689,-0.5205820798873901,,,,,,,,,,,,,,,,False
STPG1,ENSG00000001460,1,24416934,24356999,-,-0.0466,-0.19728422164916992,,,,,,,,,,,,,,,,False
RUNX3,ENSG00000020633,1,24965121,24899511,-,-0.0793,-4.639618396759033,,,,,,,,,,,,,,,,False
SYF2,ENSG00000117614,1,25232502,25222276,-,-0.2066,0.03885883092880249,52.60856604933059,13.494554546581421,0.1439573481626506,9.174109115895037,0.028592834360897542,1.5682549476623535,55.67054748535156,0.15369412307918234,0.0,0.0,0.49972961462507215,4.336955759823134,160.43337318815034,1.1940126678612164,2.5053071719305344,False
RSRP1,ENSG00000117616,1,25338213,25242249,-,-0.2331,0.1019740104675293,68.69122513645794,1.305372615814593,0.27199594175646824,11.138574046015238,0.1225218801945448,13.35185718536377,51.490821838378906,0.233000195904501,0.0,0.0,0.49981408311704034,43.84103714756196,139.1096623190518,0.9880124792005189,2.8136130082587423,True
RHCE,ENSG00000188672,1,25430192,25362249,-,0.0549,-0.5590697526931763,,,,,,,,,,,,,,,,False
AUNIP,ENSG00000127423,1,25859458,25831913,-,0.2995,0.5759272873401642,0.4335787643242172,0.7739019164509972,0.11853127713804669,12.5995144175252,0.5910712645947933,0.22119110822677612,0.6483373641967773,0.23813456100557623,0.0,0.0,0.4301653453779621,0.6173749695947296,2.419539519810471,0.5725843728336735,3.598082194711791,True
PAQR7,ENSG00000182749,1,25871253,25861210,-,-0.0219,-0.16117513179779053,,,,,,,,,,,,,,,,False
STMN1,ENSG00000117632,1,25906991,25884181,-,0.5861,0.6720702350139618,,,,,,,,,,,,,,,,False
PAFAH2,ENSG00000158006,1,25998117,25959767,-,-0.0272,-0.007673025131225586,,,,,,,,,,,,,,,,False
C1orf232,ENSG00000282872,1,26168581,26164161,-,0.008,0.9978692487347871,0.07011331519638264,0.0569565798779013,0.17239285693597173,25.429506829319156,1.6477270191907882,0.21759529411792755,0.05645473301410675,0.3997268631495355,0.0,0.0,0.0653841005339191,0.9386511327900727,0.2435314555106492,0.22725103607141753,4.954773277819619,True
UBXN11,ENSG00000158062,1,26318363,26281328,-,-0.2047,-0.06787717342376709,,,,,,,,,,,,,,,,False
CRYBG2,ENSG00000176092,1,26360080,26321698,-,-0.0632,0.4919571280479431,1.9959172457822192,0.04937243271638689,0.2659594626138706,8.039253062235916,10.47669038772583,17.730026245117188,1.7769473791122437,0.3319293433862133,0.0,0.0,0.4868159687852114,37.0260557172221,4.335876606404781,0.45765089846724577,2.131424540964699,False
GPN2,ENSG00000142751,1,26890283,26876132,-,-0.0043,-0.46869444847106934,,,,,,,,,,,,,,,,False
GPATCH3,ENSG00000198746,1,26900467,26890488,-,0.0533,0.15307313203811646,19.998172905525443,1.3226138721390912,0.2947489561279105,5.845252580392683,0.6426310113072393,6.603933811187744,16.724842071533203,0.20756475371587244,0.0,0.0,0.4989470152275659,18.03976813067279,43.330563132619034,1.2153946521971213,1.9148124580621453,True
KDF1,ENSG00000175707,1,26960468,26949562,-,-0.071,0.09690582752227783,3433.1701324209744,227.47392323703886,0.2517079762533778,0.030882749416919063,0.5035022981464863,6.3854546546936035,21.971696853637695,0.18413709240152973,0.0,0.0,0.49874631555412363,12.190101896226327,53.1066199294452,1.0342358806739642,0.012317341539057811,True
SLC9A1,ENSG00000090020,1,27166981,27098809,-,-0.0026,-0.5229040384292603,,,,,,,,,,,,,,,,False
WASF2,ENSG00000158195,1,27490167,27404230,-,-0.2288,-0.06588208675384521,,,,,,,,,,,,,,,,False
AHDC1,ENSG00000126705,1,27604431,27534035,-,-0.0306,-0.14357364177703857,,,,,,,,,,,,,,,,False
FGR,ENSG00000000938,1,27635185,27612064,-,-0.0933,0.440477192401886,97.32066278013427,4.8689765791646735,0.255953071919941,4.706981520205828,0.1107894089631736,5.239625930786133,72.00444793701172,0.1936342996262198,0.0,0.0,0.4998734160852026,16.82451032093409,184.07342730179943,1.2361426769055495,2.4796960261973044,True
IFI6,ENSG00000126709,1,27672198,27666064,-,-0.0701,-0.21129930019378662,,,,,,,,,,,,,,,,False
RPA2,ENSG00000117748,1,27914746,27891524,-,-0.1076,0.1035730242729187,126.35851929326132,21.577064303276142,0.12137510036180689,6.7550462504894,0.04374615959823132,2.738030195236206,103.27191925048828,0.17989918817440295,0.0,0.0,0.49977352459356955,6.473081246744292,339.6014401666049,1.046491740091662,1.8354432215961074,True
EYA3,ENSG00000158161,1,28088637,27970344,-,-0.01,-0.3715633153915405,,,,,,,,,,,,,,,,False
PTAFR,ENSG00000169403,1,28193936,28147166,-,-0.0559,0.36586230993270874,115.41683184739027,4.009804042690367,0.22889962772801326,8.462500711945765,0.1693658486008644,8.80188274383545,70.15901947021484,0.15622376873652308,0.0,0.0,0.49990668521602105,31.497759545781612,208.92197546362877,1.0105358643692894,1.9878553394173757,True
DNAJC8,ENSG00000126698,1,28233029,28199456,-,-0.0091,-0.048465728759765625,,,,,,,,,,,,,,,,False
SNHG12,ENSG00000197989,1,28583132,28578538,-,-0.1202,0.2863140106201172,13.491435452866197,0.3928300248452775,0.25462471549053955,10.87407225722753,1.4423345491290094,13.374956130981445,14.605179786682129,0.2723611661144598,0.0,0.0,0.498145886453584,33.68238308099124,37.56942799404777,0.6598747281438078,2.382665560481087,True
TAF12,ENSG00000120656,1,28643085,28589323,-,-0.0037,0.025077402591705322,34.24668878110924,1.3464918225784022,0.04571555814045095,5.787248287023519,0.6559378375858071,11.711647033691406,29.05870819091797,0.07545999592536108,0.0,0.0,0.49983341758957267,49.732139271878616,108.56698154581004,4.583575884585535,1.84269981921455,True
AL009181.1,ENSG00000233427,1,28877336,28870483,-,0.0744,0.009666264057159424,,,,,,,,,,,,,,,,False
SRSF4,ENSG00000116350,1,29181900,29147743,-,-0.0109,-0.4583543539047241,,,,,,,,,,,,,,,,False
MECR,ENSG00000116353,1,29230942,29192657,-,0.0499,0.22355997562408447,29.224314797537293,4.554018724767657,0.1923136454452785,8.865656456364087,0.19784813448786737,3.163102149963379,27.258731842041016,0.2355921636479437,0.0,0.0,0.49845358998334216,6.932655984071862,77.28007189364268,0.600198712428213,1.7397256950739857,True
MATN1,ENSG00000162510,1,30723585,30711277,-,-0.0373,-0.11689639091491699,,,,,,,,,,,,,,,,False
LAPTM5,ENSG00000162511,1,30757774,30732469,-,-0.5076,0.7552734017372131,2299.4541717545376,12.379028067632765,0.30301582197059207,16.83618770755492,0.01292171023786068,61.238990783691406,2571.03369140625,0.4863550544959476,0.0,0.0,0.4999888961873871,126.13219824222764,5994.699576542295,0.2387772089351544,3.2300102299406563,False
PUM1,ENSG00000134644,1,31065991,30931506,-,-0.1856,-2.019132137298584,,,,,,,,,,,,,,,,False
SNRNP40,ENSG00000060688,1,31296788,31259568,-,0.0098,0.35788726806640625,146.98067791694646,8.169235423365485,0.3197695523910829,11.44844521895022,0.02202670991420746,4.4810309410095215,117.48442840576172,0.328509294927565,0.0,0.0,0.4996785791468626,11.834541692378238,283.8813181252315,0.5300319668409718,3.0565509911543303,False
FABP3,ENSG00000121769,1,31376850,31365253,-,-0.0503,-0.03883242607116699,,,,,,,,,,,,,,,,False
PEF1,ENSG00000162517,1,31644896,31629866,-,-0.0072,-0.08978450298309326,,,,,,,,,,,,,,,,False
PTP4A2,ENSG00000184007,1,31944856,31906421,-,0.0592,-0.016024112701416016,,,,,,,,,,,,,,,,False
TMEM234,ENSG00000160055,1,32222359,32214472,-,-0.0368,-0.016233325004577637,,,,,,,,,,,,,,,,False
MTMR9LP,ENSG00000220785,1,32241620,32231658,-,-0.0574,-0.05863845348358154,,,,,,,,,,,,,,,,False
BSDC1,ENSG00000160058,1,32394731,32365103,-,-0.0685,-0.39430391788482666,,,,,,,,,,,,,,,,False
ZBTB8OS,ENSG00000176261,1,32650903,32600172,-,0.2679,-0.18175244331359863,,,,,,,,,,,,,,,,False
YARS,ENSG00000134684,1,32818153,32775237,-,0.3919,0.8165215253829956,315.5638536515955,8.38235269933303,0.5267393734438909,9.363040348095238,0.03246634773910046,12.815388679504395,186.5091552734375,0.6146394851787033,0.0,0.0,0.4997658025573242,32.57562128913928,500.6602346393569,0.13497678779054725,1.6535340687715174,True
FNDC5,ENSG00000160097,1,32872482,32862268,-,0.0828,0.6431408822536469,0.014447718226329925,0.00683192357428055,0.09016686440737112,28.452841002783252,44.58255970001218,0.8215704560279846,0.025707155466079712,0.19248519897473243,0.0,0.0,0.19912918194393447,3.035585565937036,0.12649803749960042,1.1057878627697535,5.610509435217538,False
AK2,ENSG00000004455,1,33080996,33007940,-,-0.0016,0.05184781551361084,,,,,,,,,,,,,,,,False
TRIM62,ENSG00000116525,1,33182059,33145399,-,-0.0495,0.040882647037506104,13.340753203971055,0.5784847412857954,0.17734438670254238,19.853267827168363,0.7259807839989663,7.410306930541992,15.821322441101074,0.08977488982467068,0.0,0.0,0.4996140234976669,18.03029318037762,61.43540944859128,0.2682935516578948,3.6907503076852812,True
SMIM12,ENSG00000163866,1,34859755,34712737,-,0.0297,-0.21888673305511475,,,,,,,,,,,,,,,,False
DLGAP3,ENSG00000116544,1,34929650,34865436,-,-0.0356,-0.2930670976638794,,,,,,,,,,,,,,,,False
SFPQ,ENSG00000116560,1,35193145,35176378,-,0.0424,0.08289754390716553,12.553829150229303,1.9535638761942686,0.21877067655706914,16.346843843091087,0.40306136939674614,2.9521772861480713,12.689499855041504,0.2727116242906006,0.0,0.0,0.4946772146841144,6.844842719236074,37.97155434715337,0.5311288212197999,2.147875071210383,True
KIAA0319L,ENSG00000142687,1,35557950,35433492,-,-0.038,-0.27452778816223145,,,,,,,,,,,,,,,,False
PSMB2,ENSG00000126067,1,35641526,35599541,-,0.6098,0.13657093048095703,,,,,,,,,,,,,,,,False
